变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,desc1_pt,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
7322,蓝色芯片自选宝箱,藍色晶片自選寶箱,Blue Chip Selection Chest,Rương chọn chip xanh,블루 칩 선택 상자,Baú de Seleção de Chip Azul,กล่องเลือกชิปสีฟ้า,,TRUE,config/item/box/icon_xpbox2.png,打开后可任选一个蓝色品质芯片,開啟後可任選一個藍色品質晶片,"After opening, you can choose one blue-quality chip.","Sau khi mở, bạn có thể chọn một chip chất lượng xanh dương.",열면 파란색 등급 칩을 하나 선택할 수 있습니다.,"Após abrir, você pode escolher um chip de qualidade azul.",หลังจากเปิดแล้ว คุณสามารถเลือกชิปคุณภาพสีน้ำเงินได้หนึ่งชิ้น,,,,,,,,3,,16,9999999,{choose24={60436=1};choose40={60734=1};choose29={60535=1};choose22={60434=1};choose11={60235=1};choose7={60231=1};choose28={60534=1};choose51={60933=1};choose10={60234=1};choose34={60634=1};choose47={60835=1};choose50={60932=1};choose21={60433=1};choose32={60632=1};choose46={60834=1};choose20={60432=1};choose4={60134=1};choose13={60331=1};choose17={60335=1};choose1={60131=1};choose9={60233=1};choose23={60435=1};choose39={60733=1};choose37={60731=1};choose16={60334=1};choose35={60635=1};choose5={60135=1};choose45={60833=1};choose31={60631=1};choose27={60533=1};choose30={60536=1};choose43={60831=1};choose33={60633=1};choose44={60832=1};choose38={60732=1};choose26={60532=1};choose49={60931=1};choose42={60736=1};choose15={60333=1};choose3={60133=1};choose8={60232=1};choose6={60136=1};choose48={60836=1};choose54={60936=1};choose14={60332=1};choose2={60132=1};choose53={60935=1};choose19={60431=1};choose12={60236=1};choose25={60531=1};choose36={60636=1};choose41={60735=1};choose52={60934=1};choose18={60336=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có cách nào cố định để nhận được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7323,紫色芯片自选宝箱,紫色晶片自選寶箱,Purple Chip Selection Chest,Rương chọn chip tím,보라색 칩 선택 상자,Baú de Seleção de Chip Roxo,กล่องเลือกชิปม่วง,,TRUE,config/item/box/icon_xpbox3.png,打开后可任选一个紫色品质芯片,打開後可任選一個紫色品質晶片,"After opening, you can choose one purple quality chip.","Sau khi mở, bạn có thể chọn một chip chất lượng tím.",열면 보라색 품질 칩을 하나 선택할 수 있습니다.,"Após abrir, você pode escolher um chip de qualidade roxa.",หลังจากเปิดแล้ว สามารถเลือกชิปคุณภาพสีม่วงได้หนึ่งชิป,,,,,,,,4,,16,9999999,{choose24={60446=1};choose40={60744=1};choose29={60545=1};choose22={60444=1};choose11={60245=1};choose7={60241=1};choose28={60544=1};choose51={60943=1};choose10={60244=1};choose34={60644=1};choose47={60845=1};choose50={60942=1};choose21={60443=1};choose32={60642=1};choose46={60844=1};choose20={60442=1};choose4={60144=1};choose13={60341=1};choose17={60345=1};choose1={60141=1};choose9={60243=1};choose23={60445=1};choose39={60743=1};choose37={60741=1};choose16={60344=1};choose35={60645=1};choose5={60145=1};choose45={60843=1};choose31={60641=1};choose27={60543=1};choose30={60546=1};choose43={60841=1};choose33={60643=1};choose44={60842=1};choose38={60742=1};choose26={60542=1};choose49={60941=1};choose42={60746=1};choose15={60343=1};choose3={60143=1};choose8={60242=1};choose6={60146=1};choose48={60846=1};choose54={60946=1};choose14={60342=1};choose2={60142=1};choose53={60945=1};choose19={60441=1};choose12={60246=1};choose25={60541=1};choose36={60646=1};choose41={60745=1};choose52={60944=1};choose18={60346=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để nhận được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7324,橙色芯片自选宝箱,橘色晶片自選寶箱,Orange Chip Selection Box,Hộp quà chọn chip cam,오렌지 칩 선택 상자,Caixa de seleção de chip laranja,กล่องเลือกชิปสีส้ม,,TRUE,config/item/box/icon_xpbox4.png,打开后可任选一个橙色品质芯片,開啟後可任選一個橙色品質晶片,"After opening, you can choose one orange-quality chip.","Sau khi mở, bạn có thể chọn một con chip chất lượng cam.",개봉 후 오렌지 등급 칩을 하나 선택할 수 있습니다.,"Após abrir, você pode escolher um chip de qualidade laranja.",หลังจากเปิดแล้ว คุณสามารถเลือกชิปคุณภาพสีส้มได้หนึ่งชิ้น,,,,,,,,5,,16,9999999,{choose24={60456=1};choose40={60754=1};choose29={60555=1};choose22={60454=1};choose11={60255=1};choose7={60251=1};choose28={60554=1};choose51={60953=1};choose10={60254=1};choose34={60654=1};choose47={60855=1};choose50={60952=1};choose21={60453=1};choose32={60652=1};choose46={60854=1};choose20={60452=1};choose4={60154=1};choose13={60351=1};choose17={60355=1};choose1={60151=1};choose9={60253=1};choose23={60455=1};choose39={60753=1};choose37={60751=1};choose16={60354=1};choose35={60655=1};choose5={60155=1};choose45={60853=1};choose31={60651=1};choose27={60553=1};choose30={60556=1};choose43={60851=1};choose33={60653=1};choose44={60852=1};choose38={60752=1};choose26={60552=1};choose49={60951=1};choose42={60756=1};choose15={60353=1};choose3={60153=1};choose8={60252=1};choose6={60156=1};choose48={60856=1};choose54={60956=1};choose14={60352=1};choose2={60152=1};choose53={60955=1};choose19={60451=1};choose12={60256=1};choose25={60551=1};choose36={60656=1};choose41={60755=1};choose52={60954=1};choose18={60356=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7325,红色芯片自选宝箱,紅色晶片自選寶箱,Red Chip Selection Chest,Rương chọn chip đỏ,빨간 칩 선택 상자,Baú de Seleção de Chip Vermelho,กล่องเลือกชิปสีแดง,,TRUE,config/item/box/icon_xpbox5.png,打开后可任选一个红色品质芯片,開啟後可任選一個紅色品質晶片,"After opening, you can choose one red quality chip.","Sau khi mở, bạn có thể chọn một chip chất lượng đỏ.",열면 빨간색 품질 칩 하나를 선택할 수 있습니다.,"Após abrir, você pode escolher um chip de qualidade vermelha.",หลังจากเปิดแล้ว สามารถเลือกชิปคุณภาพสีแดงได้หนึ่งชิป,,,,,,,,6,,16,9999999,{choose24={60466=1};choose40={60764=1};choose29={60565=1};choose22={60464=1};choose11={60265=1};choose7={60261=1};choose28={60564=1};choose51={60963=1};choose10={60264=1};choose34={60664=1};choose47={60865=1};choose50={60962=1};choose21={60463=1};choose32={60662=1};choose46={60864=1};choose20={60462=1};choose4={60164=1};choose13={60361=1};choose17={60365=1};choose1={60161=1};choose9={60263=1};choose23={60465=1};choose39={60763=1};choose37={60761=1};choose16={60364=1};choose35={60665=1};choose5={60165=1};choose45={60863=1};choose31={60661=1};choose27={60563=1};choose30={60566=1};choose43={60861=1};choose33={60663=1};choose44={60862=1};choose38={60762=1};choose26={60562=1};choose49={60961=1};choose42={60766=1};choose15={60363=1};choose3={60163=1};choose8={60262=1};choose6={60166=1};choose48={60866=1};choose54={60966=1};choose14={60362=1};choose2={60162=1};choose53={60965=1};choose19={60461=1};choose12={60266=1};choose25={60561=1};choose36={60666=1};choose41={60765=1};choose52={60964=1};choose18={60366=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7400,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择炎帝碎片，铁哑铃碎片，乘龙碎片其中之一,打開後可選擇炎帝碎片、鐵啞鈴碎片、乘龍碎片其中之一,"After opening, you can choose one of: Entei shard, Steelix shard, or Dragonite shard.","Sau khi mở, bạn có thể chọn một trong ba: mảnh Entei, mảnh Steelix hoặc mảnh Dragonite.","열면 엔테이 조각, 강철톤 조각, 망나뇽 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre: fragmento de Entei, fragmento de Steelix ou fragmento de Dragonite.",หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งชิ้นจาก: ชิ้นส่วนของเอนไท ชิ้นส่วนของสตีลิกซ์ หรือชิ้นส่วนของแดร็กไนท์,,,,,,,,5,,16,9999999,{choose1={21231=1};choose3={20641=1};choose2={21901=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há uma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7401,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择水君碎片，索罗亚碎片，超坏星碎片其中之一,開啟後可選擇水君碎片、索羅亞碎片、超壞星碎片其中之一,"After opening, you can choose one of: Suicune shard, Zoroark shard, or Necrozma shard.","Sau khi mở, bạn có thể chọn một trong ba mảnh ghép: Suicune, Zoroark hoặc Necrozma.","열면 수이쿤 조각, 조로아크 조각, 네크로즈마 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: Suicune, Zoroark ou Necrozma.",หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนใดชิ้นส่วนหนึ่งได้แก่ ชิ้นส่วนซุยคุเนะ ชิ้นส่วนโซโรอาร์ค หรือชิ้นส่วนเนครอซมา,,,,,,,,5,,16,9999999,{choose1={21241=1};choose3={23771=1};choose2={22821=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed acquisition method for obtaining this item.,Hiện tại không có phương pháp thu thập cố định nào để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 획득 방법이 없습니다.,Atualmente não há nenhum método fixo de aquisição para obter este item.,ปัจจุบันไม่มีวิธีการได้รับไอเท็มนี้ที่แน่นอน,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7402,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择闪电鸟碎片，木木枭碎片，火神蛾碎片其中之一,打開後可選擇闪电鳥碎片、木木梟碎片、火神蛾碎片其中之一,"After opening, you can choose one of: Zapdos shard, Rowlet shard, or Charizard shard.","Sau khi mở, bạn có thể chọn một trong ba: mảnh Zapdos, mảnh Rowlet hoặc mảnh Charizard.","열면 썬더볼트 조각, 냐오불 조각, 파이어로 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos seguintes: fragmento do Zapdos, fragmento do Rowlet ou fragmento do Charizard.","หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนหนึ่งในสามชิ้นนี้ได้: ชิ้นส่วนแซปดอส, ชิ้นส่วนโรว์เล็ต หรือชิ้นส่วนชาร์อิซาร์ด",,,,,,,,5,,16,9999999,{choose1={20731=1};choose3={23151=1};choose2={23661=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7403,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择铁哑铃碎片，幼基拉斯碎片，水君碎片其中之一,開啟後可選擇鐵啞鈴碎片、幼基拉斯碎片、水君碎片其中之一,"After opening, you can choose one of the following: Aggron shard, Regirock shard, or Suicune shard.","Sau khi mở, bạn có thể chọn một trong ba mảnh vỡ sau: Aggron, Regirock hoặc Suicune.","열면 아그놈 조각, 레지락 조각, 앤테이 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos seguintes fragmentos: Aggron, Regirock ou Suicune.","หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนใดชิ้นส่วนหนึ่งต่อไปนี้ได้:  ชิ้นส่วนอักกรอน, ชิ้นส่วนเรจิร็อค หรือชิ้นส่วนซุยคูน",,,,,,,,5,,16,9999999,{choose1={21901=1};choose3={21241=1};choose2={21251=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7404,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择雷公碎片，圆陆鲨碎片，藤藤蛇碎片其中之一,打開後可選擇雷公碎片、圓陸鯊碎片、藤藤蛇碎片其中之一,"After opening, you can choose one of: Raikou Shard, Goomy Shard, or Snivy Shard.","Sau khi mở, bạn có thể chọn một trong ba: Mảnh Raikou, Mảnh Goomy hoặc Mảnh Snivy.","개봉 후, 레쿠쟈 조각, 굿이 조각, 츠터쟈 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre: Fragmento de Raikou, Fragmento de Goomy ou Fragmento de Snivy.","หลังจากเปิดแล้ว คุณสามารถเลือกได้หนึ่งชิ้นจาก: ชิ้นส่วนของ雷公, ชิ้นส่วนของโกอมี่ หรือชิ้นส่วนของสไนวี่",,,,,,,,5,,16,9999999,{choose1={21221=1};choose3={22471=1};choose2={22231=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7405,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择急冻鸟碎片，几何雪花碎片，超坏星碎片其中之一,打開後可選擇急凍鳥碎片、幾何雪花碎片、超壞星碎片其中之一,"After opening, you can choose one of: Articuno shard, Geometric Snowflake shard, or Darkrai shard.","Sau khi mở, bạn có thể chọn một trong các mảnh vỡ: mảnh vỡ Articuno, mảnh vỡ bông tuyết hình học, hoặc mảnh vỡ Darkrai.","열면 Articuno 조각, 기하학적 눈송이 조각, Darkrai 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: fragmento Articuno, fragmento de floco de neve geométrico ou fragmento Darkrai.","หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนใดชิ้นส่วนหนึ่งได้แก่ ชิ้นส่วน Articuno, ชิ้นส่วนเกล็ดหิมะเรขาคณิต หรือชิ้นส่วน Darkrai",,,,,,,,5,,16,9999999,{choose1={20721=1};choose3={23771=1};choose2={23021=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để nhận được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7406,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择火焰鸟碎片，懒人獭碎片，拉帝亚斯碎片其中之一,開啟後可選擇火焰鳥碎片、懶人獺碎片、拉帝亞斯碎片其中之一,"After opening, you can choose one of the following: Moltres shard, Alcremie shard, or Latias shard.","Sau khi mở, bạn có thể chọn một trong các mảnh vỡ sau: mảnh vỡ Moltres, mảnh vỡ Alcremie, hoặc mảnh vỡ Latias.","열면 불새 조각, 밀크캔디 조각, 라티아스 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos seguintes: fragmento de Moltres, fragmento de Alcremie ou fragmento de Latias.","หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนหนึ่งชิ้นต่อไปนี้ได้: ชิ้นส่วนโมลเทรส, ชิ้นส่วนอัลครีมี่ หรือชิ้นส่วนลาเทียส",,,,,,,,5,,16,9999999,{choose1={20741=1};choose3={21941=1};choose2={21421=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7407,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择幼基拉斯碎片，牙牙碎片，拉帝欧斯碎片其中之一,開啟後可選擇幼基拉斯碎片、牙牙碎片、拉帝歐斯碎片其中之一,"After opening, you can choose one of: Jirachi fragment, Minun/Plusle fragment, or Latios fragment.","Sau khi mở, bạn có thể chọn một trong ba mảnh ghép: Jirachi, Minun/Plusle hoặc Latios.","열면 지라치 조각, 쁘사이저/플러시 조각, 라티오스 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: Jirachi, Minun/Plusle ou Latios.",หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนหนึ่งในสามชิ้นได้แก่ ชิ้นส่วนของจิราชี ชิ้นส่วนของมินุน/พลัสเล หรือชิ้นส่วนของลาติออส,,,,,,,,5,,16,9999999,{choose1={21251=1};choose3={21951=1};choose2={23001=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed acquisition method for obtaining this item.,Hiện tại không có phương thức thu thập cố định nào để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 획득 방법이 없습니다.,Atualmente não há um método fixo de aquisição para obter este item.,ปัจจุบันไม่มีวิธีการได้รับไอเทมนี้ที่แน่นอน,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7408,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择雷吉斯奇鲁碎片，雷吉洛克碎片，雷吉艾斯碎片其中之一,開啟後可選擇雷吉洛克碎片、雷吉艾斯碎片或雷吉奇卡斯碎片其中之一,"After opening, you can choose one of Registeel, Regirock, or Regice shards.","Sau khi mở, bạn có thể chọn một trong ba mảnh vỡ: Registeel, Regirock hoặc Regice.","열면 레지스틸, 레지락, 레지아이스 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: Registeel, Regirock ou Regice.","หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนหนึ่งในสามชิ้นได้แก่  Registeel, Regirock หรือ Regice",,,,,,,,5,,16,9999999,{choose1={21931=1};choose3={21921=1};choose2={21911=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7409,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择可可多拉碎片，利欧路碎片，甜竹竹碎片其中之一,開啟後可選擇可可多拉碎片、利歐路碎片、甜竹竹碎片其中之一,"After opening, you can choose one of: Coco Dora fragment, Riolu fragment, or Sweet Bamboo fragment.","Sau khi mở, bạn có thể chọn một trong ba mảnh vỡ: Coco Dora, Riolu hoặc Sweet Bamboo.","열면 코코도라 조각, 리오르 조각, 스윗 대나무 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: Coco Dora, Riolu ou Sweet Bamboo.",หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนใดชิ้นส่วนหนึ่งได้แก่ เศษโกโก้โดรา เศษริโอลู หรือ เศษหวานหวาน,,,,,,,,5,,16,9999999,{choose1={21501=1};choose3={23841=1};choose2={22241=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há uma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
7410,碎片选择宝箱,碎片選擇寶箱,Shard Selection Chest,Rương chọn mảnh,조각 선택 상자,Baú de Seleção de Fragmentos,หีบเลือกชิ้นส่วน,碎片选择宝箱,TRUE,config/item/box/box_1_4.png,打开后可选择黏黏宝碎片，宝贝龙碎片，天蝎王碎片其中之一,開啟後可選擇黏黏寶碎片、寶貝龍碎片、天蠍王碎片其中之一,"After opening, you can choose one of: Numel Fragment, Bagon Fragment, or Skorupi Fragment.","Sau khi mở, bạn có thể chọn một trong ba mảnh vỡ: Numel, Bagon hoặc Skorupi.","열면 누멜 조각, 바곤 조각, 스콜피 조각 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos fragmentos: Numel, Bagon ou Skorupi.",หลังจากเปิดแล้ว คุณสามารถเลือกชิ้นส่วนหนึ่งในสามชิ้นนี้ได้ ได้แก่ ชิ้นส่วนนุเมล ชิ้นส่วนบาตอน หรือชิ้นส่วนสโคอุรปิ,,,,,,,,5,,16,9999999,{choose1={23541=1};choose3={21031=1};choose2={21891=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
