变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalk_pt,topTalk_th,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,roleName_pt,roleName_th,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
100202,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,<2>,,,<>,（害怕地抓着你的衣服）啊！你们看，镜子里的人好像在动！,（害怕地抓著你的衣服）啊！你們看，鏡子裡的人好像在動！,(Grabbing your clothes in fear) Ah! Look!!! The person in the mirror seems to be moving!,(Nắm lấy quần áo của bạn vì sợ hãi) A! Nhìn kìa!!! Người trong gương dường như đang di chuyển!,"(겁에 질려 당신의 옷을 붙잡다) 아! 이거봐, 거울 속의 사람이 움직이고 있는 것 같아!",(Agarrando suas roupas com medo) Ah! Olhe!!! A pessoa no espelho parece estar se movendo!,(จับเสื้อผ้าของคุณด้วยความกลัว) อ๊ะ! ดูนั่นสิ!!! คนในกระจกดูเหมือนจะเคลื่อนไหวได้!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100203,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,2,<27>,,,<>,也许这并不是镜子，而是透明的玻璃墙，墙的另一边应该是百变怪变的。,也許這並不是鏡子，而是透明的玻璃牆，牆的另一邊應該是百變怪變的。,"Maybe this is not a mirror, but a transparent glass wall, and ditto must be in the other side of the wall.","Có lẽ đây không phải là một tấm gương, mà là một bức tường kính trong suốt, và ditto chắc chắn ở phía bên kia bức tường.",이것은 거울이 아니라 투명한 유리 벽일지도 몰라. 벽의 다른 한 쪽은 아마 메타몽이 변했을거야.,"Talvez isso não seja um espelho, mas uma parede de vidro transparente, e o ditto deve estar do outro lado da parede.",บางทีนี่อาจไม่ใช่กระจก แต่เป็นผนังกระจกใส และดิตโตต้องอยู่อีกด้านหนึ่งของผนัง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100204,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,被识破的百变怪变回了原样，你们此时才发现你们已经被变成各种精灵模样的百变怪包围了，哪个才是你们的精灵呢……,被識破的百變怪變回了原樣，你們此時才發現你們已經被變成各種精靈模樣的百變怪包圍了，哪個才是你們的精靈呢……,Ditto have changed back to their original form because you see through it. You noticed that at this time that you have been surrounded by Ditto that have turned into various Pokémon. Which one is your Pokémons...,"Ditto đã biến trở lại hình dạng ban đầu vì bạn đã nhìn thấu nó. Bạn nhận thấy rằng vào lúc này, bạn đã bị bao vây bởi Ditto đã biến thành nhiều Pokémon khác nhau. Đâu là Pokémon của bạn...","들킨 메타몽이 원래 모습을 찾아가고, 당신들은 이제서야 온갖 포켓몬들의 모습으로 변한 메타몽에 둘러싸여 있다는 것을 알게 되었다. 어느 포켓몬이 당신들의 포켓몬일까...","Os Ditto voltaram à sua forma original porque você os desmascarou. Você notou que, neste momento, você foi cercado por Ditto que se transformaram em vários Pokémon. Qual deles é o seu Pokémon...",ดิตโตกลับคืนสู่ร่างเดิมเพราะคุณมองทะลุปรุโปร่งมัน คุณสังเกตเห็นว่าในเวลานี้คุณถูกล้อมรอบไปด้วยดิตโตที่แปลงร่างเป็นโปเกมอนต่างๆ ตัวไหนคือโปเกมอนของคุณ...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100206,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,通过百变怪的考验后，你们得到了一块画着绿毛虫图案的白色石板。,通過百變怪的考驗後，你們得到了一塊畫著綠毛蟲圖案的白色石板。,"After passing the test of Ditto, you got a white slate painted with Caterpie pattern.","Sau khi vượt qua bài kiểm tra của Ditto, bạn đã nhận được một phiến đá màu trắng có vẽ hình Caterpie.",메타몽의 시련을 통과 후 당신들은 캐터피 도안이 그려진 하얀색 석판을 얻었다.,"Depois de passar no teste do Ditto, você conseguiu uma lousa branca pintada com o padrão de Caterpie.",หลังจากผ่านการทดสอบของดิตโต คุณได้รับแผ่นหินสีขาวที่วาดลวดลายคาเตอร์ปี,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100301,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,经过一番波折，你们前往第四座岛屿，接近岛的周围，就已经感受到了炽热的空气，远远望去，岛中央的火山流淌着暗红色的岩浆，裹挟着滚滚黑烟，喷火龙盘旋在高空，似乎在迎接你们的到来……,經過一番波折，你們前往第四座島嶼，接近島的周圍，就已經感受到了熾熱的空氣，遠遠望去，島中央的火山流淌著暗紅色的岩漿，裹挾著滾滾黑煙，噴火龍盤旋在高空，似乎在迎接你們的到來……,"After some twists and turns, you head to the fourth island. When you are close to the island, you have already felt the hot air. From a distance, the volcano in the center of the island is flowing with lava, engulfed in billowing black smoke, and Charizard hovering at sky, it seems to be welcoming your arrival...","Sau một vài khúc quanh, bạn đi đến hòn đảo thứ tư. Khi đến gần hòn đảo, bạn đã cảm nhận được không khí nóng. Từ xa, ngọn núi lửa ở trung tâm hòn đảo đang chảy dung nham, bị bao trùm trong khói đen cuồn cuộn, và Charizard đang lượn lờ trên bầu trời, có vẻ như nó đang chào đón sự xuất hiện của bạn...","우여곡절 끝에 당신들은 네 번째 섬으로 출발하고 주변을 접근하는 것만으로도 뜨거운 공기를 느껴졌다. 멀리 바라보니 섬 중앙의 화산에는 검붉은 마그마가 흐르고, 시커먼 연기를 휘감으며 리자몽이 하늘에서 빙빙 돌고 있고 당신들을 맞이하는 것 같다...","Depois de algumas reviravoltas, você segue para a quarta ilha. Ao se aproximar da ilha, você já sentiu o ar quente. À distância, o vulcão no centro da ilha está fluindo com lava, envolto em fumaça preta ondulante, e Charizard pairando no céu, parece estar dando as boas-vindas à sua chegada...",หลังจากผ่านอุปสรรคมาบ้าง คุณก็มุ่งหน้าไปยังเกาะที่สี่ เมื่อคุณเข้าใกล้เกาะ คุณก็สัมผัสได้ถึงอากาศร้อนแล้ว จากระยะไกล ภูเขาไฟที่ใจกลางเกาะกำลังไหลด้วยลาวา ถูกปกคลุมด้วยควันดำหนาทึบ และลิซาร์ดอนที่บินวนอยู่บนท้องฟ้า ดูเหมือนจะกำลังต้อนรับการมาถึงของคุณ...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100303,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,通过喷火龙的考验后，你们得到了一块画着走路草图案的红色石板。,通過噴火龍的考驗後，你們得到了一塊畫著走路草圖案的紅色石板。,"After passing Charizard's test, you got a red slate with a pattern of Oddish.","Sau khi vượt qua bài kiểm tra của Charizard, bạn đã nhận được một phiến đá màu đỏ có hình Oddish.",리자몽의 시련을 통과 후 당신들은 뚜벅초 도안이 그려진 빨간색 석판을 얻었다.,"Depois de passar no teste de Charizard, você conseguiu uma lousa vermelha com um padrão de Oddish.",หลังจากผ่านการทดสอบของลิซาร์ดอน คุณได้รับแผ่นหินสีแดงที่มีลวดลายของออดดิช,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100401,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,离开炎热的火炎岛，你们来到了下一处线索所在地，根据探险手册的描述，这个幻境岛实际是胡地创造的精神幻象，岛上实际只有一个是真正的守护者，其余皆是胡地的幻象分身，要想通过考验，必须尽快找出其真身才行……,離開炎熱的火炎島，你們來到了下一處線索所在地，根據探險手冊的描述，這個幻境島實際是胡地創造的精神幻象，島上實際只有一個是真正的守護者，其餘皆是胡地的幻象分身，要想通過考驗，必須儘快找出其真身才行……,"Leaving the Fire Island, you came to the next clue. According to the description of manual, this fantasy island is actually a spiritual illusion created by Alakazam. There is actually only one real guardian on the island, and the rest are all Alakazam’s phantom clone, if you want to pass the test, you must find the true one as soon as possible...","Rời khỏi Đảo Lửa, bạn đến với manh mối tiếp theo. Theo mô tả trong sổ tay, hòn đảo ảo mộng này thực ra là một ảo ảnh tâm linh do Alakazam tạo ra. Thực ra chỉ có một người bảo vệ thực sự trên đảo, và những người còn lại đều là bản sao ảo ảnh của Alakazam, nếu bạn muốn vượt qua bài kiểm tra, bạn phải tìm ra người thật càng sớm càng tốt...","무더운 화염도를 떠나 당신들은 다음 단서가 있는 곳에 도착했다. 탐험 수첩에 따르면 이 환상섬은 실제로 후딘이 창조한 정신적 환상으로, 섬에는 진정한 수호자가 실제 한 명만이고 나머지는 모두 후딘의 환상 분신이다. 시련을 통과하려면 빨리 그 정체를 찾아내야 한다...","Deixando a Ilha do Fogo, você chegou à próxima pista. De acordo com a descrição do manual, esta ilha de fantasia é na verdade uma ilusão espiritual criada por Alakazam. Na verdade, há apenas um guardião real na ilha, e o resto são todos clones fantasmas de Alakazam. Se você quiser passar no teste, deve encontrar o verdadeiro o mais rápido possível...",ออกจากเกาะไฟ คุณมาถึงเบาะแสต่อไป ตามคำอธิบายของคู่มือ เกาะแห่งจินตนาการนี้จริงๆ แล้วเป็นภาพลวงตาทางจิตวิญญาณที่สร้างขึ้นโดยอลาคาซัม จริงๆ แล้วมีผู้พิทักษ์ที่แท้จริงเพียงคนเดียวบนเกาะ และที่เหลือทั้งหมดเป็นร่างโคลนภาพลวงตาของอลาคาซัม หากคุณต้องการผ่านการทดสอบ คุณต้องหาตัวจริงให้เร็วที่สุด...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100403,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,通过胡地的考验后，你们得到了一块画着怪力图案的紫色石板。,通過胡地的考驗後，你們得到了一塊畫著怪力圖案的紫色石板。,"After passing the test of Alakazam, you got a purple slate painted with Machamp patterns.","Sau khi vượt qua bài kiểm tra của Alakazam, bạn đã nhận được một phiến đá màu tím có vẽ hình Machamp.",후딘의 시련을 통과 후 당신들은 괴력몬 도안이 그려진 보라색 석판을 얻었다.,"Depois de passar no teste de Alakazam, você conseguiu uma lousa roxa pintada com padrões de Machamp.",หลังจากผ่านการทดสอบของอลาคาซัม คุณได้รับแผ่นหินสีม่วงที่วาดลวดลายมาแชมป์,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100501,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,终于破解了胡地的分身谜题，眼看探险时间已经过半，你们加快了脚步。在你们眼前的是一个巨大的摩天轮，探险手册告诉你们线索就藏在摩天轮的其中一个座舱中，但是唯一知道线索具体位置的却是爱说谎戏弄人的小胡帕，要仔细分辨他说的话，可别被他骗了……,終於破解了胡地的分身謎題，眼看探險時間已經過半，你們加快了腳步。在你們眼前的是一個巨大的摩天輪，探險手冊告訴你們線索就藏在摩天輪的其中一個座艙中，但是唯一知道線索具體位置的卻是愛說謊戲弄人的小胡帕，要仔細分辨他說的話，可別被他騙了……,"Finally solved the mystery of Alakazam‘s illusion. You have quickened your pace. You came in front of a Ferris wheel. The manual tells you that the clue is hidden in one of the cockpits, but the only person who knows the specific location of the clue is Hoopa.You must distinguish him carefully. Don’t be fooled by him...","Cuối cùng đã giải được bí ẩn về ảo ảnh của Alakazam. Bạn đã tăng tốc bước chân của mình. Bạn đến trước một vòng đu quay. Sổ tay cho bạn biết rằng manh mối được giấu trong một trong các buồng lái, nhưng người duy nhất biết vị trí cụ thể của manh mối là Hoopa. Bạn phải phân biệt nó một cách cẩn thận. Đừng để bị nó lừa...",드디어 후딘의 분신 수수께끼를 풀었다. 탐험 시간이 이미 반이나 지났으니 당신들은 발걸음을 빨라졌다.  당신들의 눈 앞에는 거대한 대관람차이다. 탐험 수첩에 단서는 대관람차의 한 캡슐 안에 숨겨져 있다고 하는데 유일하게 그 단서의 정확한 위치를 알고 있는 포켓몬은 거짓말쟁이 후파다. 그의 말을 잘 분별해서 속지 말고...,"Finalmente resolveu o mistério da ilusão de Alakazam. Você apressou o passo. Você chegou em frente a uma roda-gigante. O manual diz que a pista está escondida em uma das cabines, mas a única pessoa que sabe a localização específica da pista é Hoopa. Você deve distingui-lo com cuidado. Não se deixe enganar por ele...",ในที่สุดก็ไขปริศนาภาพลวงตาของอลาคาซัมได้ คุณเร่งฝีเท้าขึ้น คุณมาถึงหน้าชิงช้าสวรรค์ คู่มือบอกคุณว่าเบาะแสซ่อนอยู่ในห้องโดยสารห้องหนึ่ง แต่คนเดียวที่รู้ตำแหน่งที่แน่นอนของเบาะแสคือฮูป้า คุณต้องแยกแยะเขาให้ดี อย่าให้เขาหลอกได้...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100503,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,通过考验，你们获得了一块画着角金鱼图案的黄色石板。,通過考驗，你們獲得了一塊畫著角金魚圖案的黃色石板。,"After passing the test, you got a yellow slate with Goldeen pattern.","Sau khi vượt qua bài kiểm tra, bạn đã nhận được một phiến đá màu vàng có hình Goldeen.",시련을 통과 후 당신들은 콘치 도안이 그려진 노란색 석판을 얻었다.,"Depois de passar no teste, você conseguiu uma lousa amarela com o padrão de Goldeen.",หลังจากผ่านการทดสอบ คุณได้รับแผ่นหินสีเหลืองที่มีลวดลายโกลดีน,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100511,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,我相邻的有人没说谎,我相鄰的有人沒說謊,Someone next to me didn't lie,Someone next to me didn't lie,내 옆 사람 중 거짓말을 하지 않은 사람이 있다,Someone next to me didn't lie,Someone next to me didn't lie,7,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100512,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,我们当中有两个人不说谎,我們當中有兩個人不說謊,Two of us never lie,Two of us never lie,우리 중 2명은 거짓말을 하지 않았다,Two of us never lie,Two of us never lie,8,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100513,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,我这列所有人都在说谎,我這列所有人都在說謊,Everyone in my line is lying,Everyone in my line is lying,나와 같은 세로 라인에 있는 모든 사람들이 거짓말을 하고 있다,Everyone in my line is lying,Everyone in my line is lying,9,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100514,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,我这排所有人都在说谎,我這排所有人都在說謊,Everyone in my row is lying,Everyone in my row is lying,나와 같은 가로 라인에 있는 모든 사람들이 거짓말을 하고 있다,Everyone in my row is lying,Everyone in my row is lying,10,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100515,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,与我相邻的人都在说谎,與我相鄰的人都在說謊,Pokemons next to me are lying,Pokemons next to me are lying,내 옆 사람들은 거짓 말을 하고 있다,Pokemons next to me are lying,Pokemons next to me are lying,11,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100516,,0,90000,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,1,我们当中有一个人不说谎,我們當中有一個人不說謊,One of us doesn't lie,One of us doesn't lie,우리 중 한명은 거짓말을 하지 않았다,One of us doesn't lie,One of us doesn't lie,12,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100601,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,探险手册的指引到摩天轮就结束了，在通过摩天轮的考验后，你们不知道下一步该去哪里。,探險手冊的指引到摩天輪就結束了，在通過摩天輪的考驗後，你們不知道下一步該去哪裡。,"The guide of the expedition manual is over until the Ferris wheel. After passing the test of the Ferris wheel, you don’t know where to go next.","Hướng dẫn của sổ tay thám hiểm kết thúc tại vòng đu quay. Sau khi vượt qua bài kiểm tra của vòng đu quay, bạn không biết phải đi đâu tiếp theo.","탐험 수첩의 가이드는 대관람차까지 끝나는데, 대관람차를 통과 후 당신들이 어디로 가야 할지 막막하다.","A guia do manual de expedição termina na roda-gigante. Depois de passar no teste da roda-gigante, você não sabe para onde ir em seguida.",คำแนะนำของคู่มือการสำรวจสิ้นสุดลงที่ชิงช้าสวรรค์ หลังจากผ่านการทดสอบของชิงช้าสวรรค์ คุณไม่รู้ว่าจะไปที่ไหนต่อ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100602,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,你们将之前收集到的六块石板拼合起来，发现背面竟然绘着一副地图，这个地图要比探险手册上的地图更详细，并且指明了湖中神殿的钥匙所在的位置。,你們將之前收集到的六塊石板拼合起來，發現背面竟然繪著一副地圖，這個地圖要比探險手冊上的地圖更詳細，並且指明了湖中神殿的鑰匙所在的位置。,"You put together the six slate you collected before, and found that there is a map on the back. This map is more detailed than the map in the expedition manual, and it indicates the location of the key to the temple in the lake.","Bạn ghép sáu phiến đá mà bạn đã thu thập trước đó lại với nhau và phát hiện ra rằng có một bản đồ ở mặt sau. Bản đồ này chi tiết hơn bản đồ trong sổ tay thám hiểm, và nó chỉ ra vị trí của chìa khóa đến ngôi đền trong hồ.","당신들은 이전에 수집한 여섯 개의 석판을 합쳤더니 뒷면에 뜻밖에도 한 지도가 그려져 있었다. 이 지도는 탐험 수첩의 지도보다 더 상세하고, 호수 속 신전의 열쇠가 있는 위치도 가리켰다.",Você junta as seis lousas que coletou antes e descobre que há um mapa no verso. Este mapa é mais detalhado do que o mapa do manual de expedição e indica a localização da chave para o templo no lago.,คุณนำแผ่นหินทั้งหกแผ่นที่เก็บมาก่อนหน้านี้มาต่อกัน และพบว่ามีแผนที่อยู่ด้านหลัง แผนที่นี้ละเอียดกว่าแผนที่ในคู่มือการสำรวจ และมันระบุตำแหน่งของกุญแจสู่พระวิหารในทะเลสาบ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100603,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,你们收起石板，前往地图上指引的钥匙所在地，在经过一个水上乐园时，你们发现几个不良少年正在岸边上踢打着什么东西。,你們收起石板，前往地圖上指引的鑰匙所在地，在經過一個水上樂園時，你們發現幾個不良少年正在岸邊上踢打著什麼東西。,"You put away the stone slabs and head to the location of the key on the map. When passing a water park, you found a few teen hooligans kicking something on the shore.","Bạn cất các phiến đá và đi đến vị trí của chìa khóa trên bản đồ. Khi đi qua một công viên nước, bạn phát hiện ra một vài thanh thiếu niên côn đồ đang đá một thứ gì đó trên bờ.",당신들은 석판을 접고 지도에서 안내하는 열쇠가 있는 곳으로 가는데 물놀이장을 지나다가 불량 소년 몇 명이 해안가에서 무언가를 차고 있는 것을 발견했다.,"Você guarda as lajes de pedra e segue para a localização da chave no mapa. Ao passar por um parque aquático, você encontrou alguns adolescentes vândalos chutando algo na margem.",คุณเก็บแผ่นหินและมุ่งหน้าไปยังตำแหน่งของกุญแจบนแผนที่ เมื่อผ่านสวนน้ำ คุณพบวัยรุ่นอันธพาลสองสามคนกำลังเตะอะไรบางอย่างอยู่บนฝั่ง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100604,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,<29>,,,<>,怎么会有这么丑的宝可梦啊，你再给我跑啊,怎麼會有這麼醜的寶可夢啊，你再給我跑啊,"How come there is such an ugly Pokémon, run if you can!","Sao lại có một con Pokémon xấu xí như vậy, chạy được thì chạy đi!","어떻게 이런 못생긴 포켓몬이 있어, 다시 도망쳐봐.","Como pode haver um Pokémon tão feio, corra se puder!",ทำไมถึงมีโปเกมอนน่าเกลียดแบบนี้ วิ่งได้ก็วิ่งไปสิ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100605,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,2,,1771,{y=-100;x=150},<>,呜噜……（在地面上笨拙地弹跳着）,嗚嚕……（在地面上笨拙地彈跳著）,Hurr... (Bounce awkwardly on the ground),Hurr... (Nảy một cách vụng về trên mặt đất),우루... (땅에서 서투르게 뛰고 있다),Hurr... (Salta desajeitadamente no chão),เฮอร์... (กระเด้งอย่างงุ่มง่ามบนพื้น),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100606,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,<0>,,{y=0;x=-100},<>,快住手！,快住手！,Stop!,Dừng lại!,그만해!,Pare!,หยุดนะ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100607,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,2,<27>,,,<>,你们到底在干什么！,你們到底在幹什麼！,What are you doing!,Các người đang làm gì vậy!,도대체 뭐하는거야!,O que vocês estão fazendo!,พวกนายกำลังทำอะไรอยู่!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100608,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,<2>,,,<>,就是嘛，为什么要欺负它！,就是嘛，為什麼要欺負它！,"That's it, why do you bully it!","Đúng vậy, sao lại bắt nạt nó!","그러게, 얘를 왜 괴롭히는거야!","É isso, por que vocês o intimidam!",นั่นแหละ ทำไมถึงรังแกมัน!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100609,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,2,<29>,,,<>,你们是谁啊，多管闲事的家伙，看来得好好教训你们一顿才行。,你們是誰啊，多管閒事的傢伙，看來得好好教訓你們一頓才行。,"It’s none of your business, get lost! It seems that you have to teach you a good lesson.","Không phải việc của mày, cút đi! Có vẻ như phải cho mày một bài học.","당신들 누구냐, 쓸데없는 일에 참견하는 놈들, 잘 혼내줘야 겠네.","Não é da sua conta, suma! Parece que você precisa de uma boa lição.",ไม่เกี่ยวกับแก ไปให้พ้น! ดูเหมือนว่าต้องสั่งสอนแกสักหน่อย,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100610,,0,2000,0,FALSE,FALSE,,0,,2,<100601;100602>,<>,1,<0>,,{y=0;x=-100},<>,……,……,……,……,...,……,……,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100612,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,你们治好了丑丑鱼的伤势，但是你们的无视让不良少年很生气。（敌方获得伤害加成）,你們治好了醜醜魚的傷勢，但是你們的無視讓不良少年很生氣。（敵方獲得傷害加成）,"You cured Feebas, but your ignorance made the teen hooligans very angry. (Enemy gets a damage bonus)","Bạn đã chữa lành cho Feebas, nhưng sự thiếu hiểu biết của bạn đã khiến những thanh thiếu niên côn đồ rất tức giận. (Kẻ địch nhận được bonus sát thương)",당신들은 빈티나의 상처를 치료했지만 너희들의 무시로 불량 소년들은 아주 화났다. (적에게 피해 버프 획득),"Você curou Feebas, mas sua ignorância deixou os adolescentes vândalos muito zangados. (O inimigo ganha um bônus de dano)",คุณรักษาฟีบาส แต่ความไม่รู้ของคุณทำให้วัยรุ่นอันธพาลโกรธมาก (ศัตรูได้รับโบนัสความเสียหาย),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100614,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,你们决定先赶跑不良少年，等之后再照顾受伤的丑丑鱼。（丑丑鱼开场将处在重伤状态）,你們決定先趕跑不良少年，等之後再照顧受傷的醜醜魚。（醜醜魚開場將處在重傷狀態）,"You decide to drive off the teen hooligans first, and then take care of the injured Feebas later. Feebas will be seriously injured at the beginning)","Bạn quyết định đuổi những thanh thiếu niên côn đồ đi trước, sau đó mới chăm sóc Feebas bị thương. (Feebas sẽ bị thương nặng khi bắt đầu)","당신들은 불량 소년을  먼저 쫓아내고, 그 다음에 부상당한 빈티나를 돌보기로 결정하였다. (전투 시작 시 빈티나는 중상 상태에 있을 것이다)",Você decide afugentar os adolescentes vândalos primeiro e depois cuidar do Feebas ferido. (Feebas ficará gravemente ferido no início),คุณตัดสินใจไล่วัยรุ่นอันธพาลไปก่อน แล้วค่อยดูแลฟีบาสที่บาดเจ็บทีหลัง (ฟีบาสจะบาดเจ็บสาหัสในตอนเริ่มต้น),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
100616,,0,2000,0,FALSE,FALSE,,0,,2,<>,<>,1,,,,<>,成功赶跑不良少年并稳定了丑丑鱼的伤势后，丑丑鱼非常感激你们，于是你决定先将它收服到精灵球中，等探险结束再对它进行进一步的治疗。救援丑丑鱼的小插曲告一段落，你们重整行囊，继续向着石板上标注的藏宝地前进……,成功趕跑不良少年並穩定了醜醜魚的傷勢後，醜醜魚非常感激你們，於是你決定先將它收服到精靈球中，等探險結束再對它進行進一步的治療。救援醜醜魚的小插曲告一段落，你們重整行囊，繼續向著石板上標注的藏寶地前進……,"After successfully driving off the bad boy and stabilizing Feebas's injury, Feebas is very grateful to you, so you decide to take it into the Poke Ball first, and then gets further treatment after the expedition is over. The episode of rescuing Feebas has come to an end. You packed up and continue to move towards the treasure land marked on the stone slab...","Sau khi đuổi thành công những kẻ xấu và ổn định vết thương của Feebas, Feebas rất biết ơn bạn, vì vậy bạn quyết định đưa nó vào Pokéball trước, và sau đó sẽ điều trị thêm sau khi cuộc thám hiểm kết thúc. Tập phim giải cứu Feebas đã kết thúc. Bạn thu dọn đồ đạc và tiếp tục tiến về vùng đất kho báu được đánh dấu trên phiến đá...","불량 소년을 성공적으로 쫓아내고 빈티나의 상처를 안정시킨 후 빈티나가 당신들에게 매우 감사하며, 당신은 빈티나를 몬스터볼에 잠시 넣어 두고 탐험이 끝나면 계속 치료해주기로 했다. 빈티나를 구하는 에피소드가 여기까지다. 당신들은 짐을 다시 정리하고 석판에 표시된 보물지를 향해 계속 간다…","Depois de afugentar com sucesso o garoto mau e estabilizar o ferimento de Feebas, Feebas fica muito grato a você, então você decide levá-lo para a Pokébola primeiro e receber tratamento adicional após o término da expedição. O episódio de resgate de Feebas chegou ao fim. Você arruma suas coisas e continua a se mover em direção à terra do tesouro marcada na laje de pedra...",หลังจากขับไล่เด็กเลวได้สำเร็จและรักษาอาการบาดเจ็บของฟีบาสให้คงที่แล้ว ฟีบาสก็รู้สึกขอบคุณคุณมาก ดังนั้นคุณจึงตัดสินใจนำมันเข้าโปเกบอลก่อน และจะทำการรักษาเพิ่มเติมหลังจากสิ้นสุดการสำรวจ ตอนของการช่วยเหลือฟีบาสสิ้นสุดลง คุณเก็บของและเดินทางต่อไปยังดินแดนมหาสมบัติที่ระบุไว้บนแผ่นหิน...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
