变量名,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,jumpTo,languages
2128,2,15,1510,80,10,,30,{rmb=50;14=5},FALSE,8,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集80个,飛行系精靈收集80個,Collection of 80 flying Pokémon,Thu thập 80 yêu tinh bay,비행 타입 포켓몬 80개 수집,Coleção de 80 Pokémon voadores,คอลเลกชันโปเกมอนบิน 80 ตัว,handbook,
2129,2,15,1511,40,11,,30,{rmb=30;14=5},FALSE,6,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集40个,超能系精靈收集40個,Collect 40 super Pokémon,Thu thập 40 siêu yêu tinh,에스퍼 타입 포켓몬 40개 수집,Colecione 40 super Pokémon,รวบรวมซุปเปอร์โปเกมอน 40 ตัว,handbook,
2130,2,15,1511,60,11,,30,{rmb=50;14=5},FALSE,7,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集60个,超能系精靈收集60個,Collect 60 super Pokémon,Thu thập 60 siêu yêu tinh,에스퍼 타입 포켓몬 60개 수집,Colecione 60 super Pokémon,รวบรวมซุปเปอร์โปเกมอน 60 ตัว,handbook,
2131,2,15,1511,80,11,,30,{rmb=50;14=5},FALSE,8,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集80个,超能系精靈收集80個,Collect 80 super Pokémon,Thu thập 80 siêu yêu tinh,에스퍼 타입 포켓몬 80개 수집,Colecione 80 super Pokémon,รวบรวมซุปเปอร์โปเกมอน 80 ตัว,handbook,
2132,2,15,1512,40,12,,30,{rmb=30;14=5},FALSE,6,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集40个,蟲系精靈收集40個,Collect 40 bugs,Thu thập 40 lỗi,벌레 타입 포켓몬 40개 수집,Colete 40 insetos,รวบรวมแมลง 40 ตัว,handbook,
2133,2,15,1513,40,13,,30,{rmb=30;14=5},FALSE,6,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集40个,岩石系精靈收集40個,Collect 40 Rock Pokémon,Thu thập 40 Rock Elves,바위 타입 포켓몬 40개 수집,Colecione 40 Pokémon de Pedra,รวบรวมโปเกมอนหิน 40 ตัว,handbook,
2134,2,15,1513,60,13,,30,{rmb=50;14=5},FALSE,7,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集60个,岩石系精靈收集60個,Collect 60 Rock Pokémon,Thu thập 60 Rock Elves,바위 타입 포켓몬 60개 수집,Colecione 60 Pokémon de Pedra,รวบรวมโปเกมอนหิน 60 ตัว,handbook,
2135,2,15,1514,50,14,,30,{rmb=50;14=5},FALSE,6,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集50个,幽靈系精靈收集50個,Collect 50 ghost Pokémon,Thu thập 50 yêu tinh ma,고스트 타입 포켓몬 50개 수집,Colecione 50 Pokémon fantasmas,รวบรวมโปเกมอนผี 50 ตัว,handbook,
2136,2,15,1515,50,15,,30,{rmb=50;14=5},FALSE,6,龙系收藏家,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Colecionador tipo dragão,นักสะสมประเภทมังกร,龙系精灵收集50个,龍系精靈收集50個,Collect 50 dragon Pokémon,Thu thập 50 yêu tinh rồng,드래곤 타입 포켓몬 50개 수집,Colecione 50 Pokémon dragão,รวบรวมโปเกมอนมังกร 50 ตัว,handbook,
2137,2,15,1516,50,16,,30,{rmb=50;14=5},FALSE,6,恶系收藏家,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Colecionador do tipo escuro,นักสะสมประเภทมืด,恶系精灵收集50个,惡系精靈收集50個,Collect 50 evil spirits,Thu thập 50 linh hồn ác quỷ,악  타입 포켓몬 50개 수집,Colete 50 espíritos malignos,รวบรวมวิญญาณชั่วร้าย 50 ตัว,handbook,
2138,2,15,1517,50,17,,30,{rmb=50;14=5},FALSE,6,钢系收藏家,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Coletor tipo aço,ตัวเก็บประจุชนิดเหล็ก,钢系精灵收集50个,鋼系精靈收集50個,Collect 50 Steel Pokémon,Thu thập 50 Yêu tinh thép,강철 타입 포켓몬 50개 수집,Colete 50 Pokémon de Aço,รวบรวมโปเกมอนเหล็ก 50 ตัว,handbook,
2139,2,15,1518,50,18,,30,{rmb=50;14=5},FALSE,6,妖精系收藏家,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Colecionador tipo fada,นักสะสมประเภทนางฟ้า,妖精系精灵收集50个,妖精系精靈收集50個,Collect 50 fairy Pokémon,Thu thập 50 yêu tinh cổ tích,페어리 타입 포켓몬 50개 수집,Colecione 50 Pokémon fadas,รวบรวมโปเกมอนนางฟ้า 50 ตัว,handbook,
,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,3,16,16,6,30,,20,{rmb=30;5000=20},,1,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意6个精灵达到30级,任意6個精靈達到30級,Attain level 6 for any 30 Pokémons,6 Pokémon bất kỳ đạt LV30,임의 6개 포켓몬 30레벨 달성,Alcance o nível 6 para quaisquer 30 Pokémons,บรรลุระดับ 6 สำหรับโปเกมอน 30 ตัว,strengthen-1,
3002,3,16,16,10,30,,30,{rmb=30;5000=25},,2,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意10个精灵达到30级,任意10個精靈達到30級,Attain level 10 for any 30 Pokémons,10 Pokémon bất kỳ đạt LV30,임의 10개 포켓몬 30레벨 달성,Alcance o nível 10 para quaisquer 30 Pokémons,บรรลุระดับ 10 สำหรับโปเกมอน 30 ตัว,strengthen-1,
3003,3,16,16,6,50,,20,{rmb=30;5000=30},,3,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意6个精灵达到50级,任意6個精靈達到50級,Attain level 6 for any 50 Pokémons,6 Pokémon bất kỳ đạt LV50,임의 6개 포켓몬 50레벨 달성,Alcance o nível 6 para quaisquer 50 Pokémons,บรรลุระดับ 6 สำหรับโปเกมอน 50 ตัว,strengthen-1,
3004,3,16,16,10,50,,30,{rmb=30;5000=30},,4,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意10个精灵达到50级,任意10個精靈達到50級,Attain level 10 for any 50 Pokémons,10 Pokémon bất kỳ đạt LV50,임의 10개 포켓몬 50레벨 달성,Alcance o nível 10 para quaisquer 50 Pokémons,บรรลุระดับ 10 สำหรับโปเกมอน 50 ตัว,strengthen-1,
3005,3,16,16,6,65,,30,{rmb=50;5000=35},,5,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意6个精灵达到65级,任意6個精靈達到65級,Attain level 6 for any 65 Pokémons,6 Pokémon bất kỳ đạt LV65,임의 6개 포켓몬 65레벨 달성,Alcance o nível 6 para quaisquer 65 Pokémon,บรรลุระดับ 6 สำหรับโปเกมอน 65 ตัว,strengthen-1,
3006,3,16,16,10,65,,50,{rmb=50;5000=35},,6,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意10个精灵达到65级,任意10個精靈達到65級,Attain level 10 for any 65 Pokémons,10 Pokémon bất kỳ đạt LV65,임의 10개 포켓몬 65레벨 달성,Alcance o nível 10 para quaisquer 65 Pokémon,บรรลุระดับ 10 สำหรับโปเกมอน 65 ตัว,strengthen-1,
3007,3,16,16,6,80,,30,{rmb=50;5000=40},,7,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意6个精灵达到80级,任意6個精靈達到80級,Attain level 6 for any 80 Pokémons,6 Pokémon bất kỳ đạt LV80,임의 6개 포켓몬 80레벨 달성,Alcance o nível 6 para quaisquer 80 Pokémons,บรรลุระดับ 6 สำหรับโปเกมอน 80 ตัว,strengthen-1,
3008,3,16,16,10,80,,50,{rmb=50;5000=50},,8,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意10个精灵达到80级,任意10個精靈達到80級,Attain level 10 for any 80 Pokémons,10 Pokémon bất kỳ đạt LV80,임의 10개 포켓몬 80레벨 달성,Alcance o nível 10 para quaisquer 80 Pokémons,บรรลุระดับ 10 สำหรับโปเกมอน 80 ตัว,strengthen-1,
3009,3,16,16,6,100,,30,{rmb=100;5000=50},,9,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意6个精灵达到100级,任意6個精靈達到100級,Attain level 6 for any 100 Pokémons,6 Pokémon bất kỳ đạt LV100,임의 6개 포켓몬 100레벨 달성,Alcance o nível 6 para quaisquer 100 Pokémons,บรรลุระดับ 6 สำหรับโปเกมอน 100 ตัว,strengthen-1,
3010,3,16,16,10,100,,50,{rmb=100;5000=50},,10,精灵等级,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Nível Pokémon,เลเวลโปเกม่อน,任意10个精灵达到100级,任意10個精靈達到100級,Attain level 10 for any 100 Pokémons,10 Pokémon bất kỳ đạt LV100,임의 6개 포켓몬 100레벨 달성,Alcance o nível 10 para quaisquer 100 Pokémons,บรรลุระดับ 10 สำหรับโปเกมอน 100 ตัว,strengthen-1,
3011,3,17,17,6,5,,10,{rmb=20;5000=10},,1,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意6个精灵达到蓝色品质,任意6個精靈達到藍色品質,Any 6 Pokémons reach Rare grade,6 Pokémon bất kỳ đạt Lam,임의 6개 포켓몬 파란색 등급 달성,Quaisquer 6 Pokémon atingem o grau Raro,โปเกมอน 6 ตัวใดก็ตามจะถึงระดับหายาก,strengthen-1,
3012,3,17,17,10,5,,10,{rmb=20;5000=20},,2,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意10个精灵达到蓝色品质,任意10個精靈達到藍色品質,Any 10 Pokémons reach Rare grade,10 Pokémon bất kỳ đạt Lam,임의 10개 포켓몬 파란색 등급 달성,Quaisquer 10 Pokémon atingem o grau Raro,โปเกมอน 10 ตัวใดก็ตามจะถึงระดับหายาก,strengthen-1,
3013,3,17,17,6,9,,15,{rmb=30;5000=15},,3,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意6个精灵达到紫色品质,任意6個精靈達到紫色品質,Any 6 Pokémons reach Epic,6 Pokémon bất kỳ đạt Tím,임의 6개 포켓몬 보라색 등급 달성,Quaisquer 6 Pokémon alcançam o nível Épico,โปเกมอน 6 ตัวใดก็ได้ที่ถึงระดับ Epic,strengthen-1,
3014,3,17,17,10,9,,20,{rmb=30;5000=30},,4,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意10个精灵达到紫色品质,任意10個精靈達到紫色品質,Any 10 Pokémons reach Epic,10 Pokémon bất kỳ đạt Tím,임의 10개 포켓몬 보라색 등급 달성,Quaisquer 10 Pokémon alcançam o nível Épico,โปเกมอน 10 ตัวใดก็ตามจะถึงระดับ Epic,strengthen-1,
3015,3,17,17,6,14,,30,{rmb=50;5000=30},,5,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意6个精灵达到橙色品质,任意6個精靈達到橙色品質,Obtain 6 Legendary Pokémons,6 Pokémon bất kỳ đạt Cam,임의 6개 포켓몬 주황색 등급 달성,Obtenha 6 Pokémons Lendários,รับโปเกมอนในตำนาน 6 ตัว,strengthen-1,
3016,3,17,17,10,14,,30,{rmb=50;5000=50},,6,精灵突破,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Pokémon Avanço,โปเกมอน เบรคทรู,任意10个精灵达到橙色品质,任意10個精靈達到橙色品質,Obtain 10 Legendary Pokémons,10 Pokémon bất kỳ đạt Cam,임의 10개 포켓몬 주황색 등급 달성,Obtenha 10 Pokémons Lendários,รับโปเกมอนในตำนาน 10 ตัว,strengthen-1,
3017,3,18,18,6,4,,15,{rmb=20;502=3},,1,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到4星,任意6個精靈達到4星,Attain 4-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 4 Sao,임의 6개 포켓몬 4성 달성,Obtenha 4 estrelas para quaisquer 6 Pokémons,ได้รับ 4 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3018,3,18,18,10,4,,20,{rmb=20;502=5},,2,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意10个精灵达到4星,任意10個精靈達到4星,Attain 4-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 4 Sao,임의 10개 포켓몬 4성 달성,Obtenha 4 estrelas para quaisquer 10 Pokémons,รับ 4 ดาวสำหรับโปเกมอน 10 ตัว,strengthen-1,
3019,3,18,18,6,5,,15,{rmb=30;502=3},,3,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到5星,任意6個精靈達到5星,Attain 5-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 5 Sao,임의 6개 포켓몬 5성 달성,Obtenha 5 estrelas para quaisquer 6 Pokémons,รับ 5 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3020,3,18,18,10,5,,20,{rmb=30;502=5},,4,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意10个精灵达到5星,任意10個精靈達到5星,Attain 5-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 5 Sao,임의 10개 포켓몬 5성 달성,Obtenha 5 estrelas para quaisquer 10 Pokémons,รับ 5 ดาวสำหรับโปเกมอน 10 ตัว,strengthen-1,
3021,3,18,18,6,7,,15,{rmb=50;502=5},,5,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到7星,任意6個精靈達到7星,Attain 7-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 7 Sao,임의 6개 포켓몬 7성 달성,Obtenha 7 estrelas para quaisquer 6 Pokémons,ได้รับ 7 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3022,3,18,18,10,7,,20,{rmb=50;502=5},,6,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意10个精灵达到7星,任意10個精靈達到7星,Attain 7-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 7 Sao,임의 10개 포켓몬 7성 달성,Obtenha 7 estrelas para quaisquer 10 Pokémon,รับ 7 ดาวสำหรับโปเกมอน 10 ตัว,strengthen-1,
3023,3,18,18,6,9,,20,{rmb=50;502=5},,7,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到9星,任意6個精靈達到9星,Attain 9-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 9 Sao,임의 6개 포켓몬 9성 달성,Obtenha 9 estrelas para quaisquer 6 Pokémons,รับ 9 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3024,3,18,18,10,9,,30,{rmb=50;502=5},,8,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意10个精灵达到9星,任意10個精靈達到9星,Attain 9-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 9 Sao,임의 10개 포켓몬 9성 달성,Obtenha 9 estrelas para quaisquer 10 Pokémon,รับ 9 ดาวสำหรับโปเกมอน 10 ตัว,strengthen-1,
3025,3,18,18,6,10,,20,{rmb=80;502=5},,9,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到10星,任意6個精靈達到10星,Attain 10-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 10 Sao,임의 6개 포켓몬 10성 달성,Obtenha 10 estrelas para quaisquer 6 Pokémons,รับ 10 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3026,3,18,18,10,10,,30,{rmb=80;502=5},,10,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意10个精灵达到10星,任意10個精靈達到10星,Attain 10-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 10 Sao,임의 10개 포켓몬 10성 달성,Obtenha 10 estrelas para quaisquer 10 Pokémons,รับ 10 ดาวสำหรับโปเกมอน 10 ตัว,strengthen-1,
3027,3,18,999,1,12,,30,{rmb=100;2502=1},,1,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意1个精灵达到12星,任意1個精靈達到12星,Attain 12-star for any 1 Pokémons,1 Pokémon bất kỳ đạt 12 Sao,임의 1개 포켓몬 12성 달성,Obtenha 12 estrelas para qualquer 1 Pokémon,รับ 12 ดาวสำหรับโปเกมอน 1 ตัว,strengthen-1,
3028,3,18,999,6,12,,30,{rmb=100;2503=1},,2,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意6个精灵达到12星,任意6個精靈達到12星,Attain 12-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 12 Sao,임의 6개 포켓몬 12성 달성,Obtenha 12 estrelas para quaisquer 6 Pokémon,รับ 12 ดาวสำหรับโปเกมอน 6 ตัว,strengthen-1,
3029,3,18,999,20,12,,50,{rmb=200;2504=1},,3,精灵星级,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Nível estrela Pokémon,เลเวลดาวโปเกมอน,任意20个精灵达到12星,任意20個精靈達到12星,Attain 12-star for any 20 Pokémons,20 Pokémon bất kỳ đạt 12 Sao,임의 20개 포켓몬 12성 달성,Obtenha 12 estrelas para quaisquer 20 Pokémon,รับ 12 ดาวสำหรับโปเกมอน 20 ตัว,strengthen-1,
3030,3,19,19,100,,,10,{rmb=20;451=50},,1,普通努力值,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Valor de esforço normal,ค่าความพยายามปกติ,任意精灵普通培养100次,任意精靈普通培養100次,Make any Pokémon undergo Normal Training for 100 times,Pokémon bất kỳ bồi dưỡng thường 100 lần,임의의 포켓몬 일반 육성100회,Faça qualquer Pokémon passar pelo Treinamento Normal por 100 vezes,ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกปกติ 100 ครั้ง,strengthen-1,
3031,3,19,19,500,,,10,{rmb=30;451=50},,2,普通努力值,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Valor de esforço normal,ค่าความพยายามปกติ,任意精灵普通培养500次,任意精靈普通培養500次,Make any Pokémon undergo Normal Training for 500 times,Pokémon bất kỳ bồi dưỡng thường 500 lần,임의의 포켓몬 일반 육성500회,Faça qualquer Pokémon passar por Treinamento Normal por 500 vezes,ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกปกติ 500 ครั้ง,strengthen-1,
3032,3,19,19,1000,,,10,{rmb=50;451=50},,3,普通努力值,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Valor de esforço normal,ค่าความพยายามปกติ,任意精灵普通培养1000次,任意精靈普通培養1000次,Make any Pokémon undergo Normal Training for 1000 times,Pokémon bất kỳ bồi dưỡng thường 1000 lần,임의의 포켓몬 일반 육성1000회,Faça qualquer Pokémon passar por Treinamento Normal por 1000 vezes,"ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกปกติ 1,000 ครั้ง",strengthen-1,
3033,3,20,20,100,,,10,{rmb=20;452=50},,1,高级努力值,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Valor de esforço avançado,ค่าความพยายามขั้นสูง,任意精灵高级培养100次,任意精靈高級培養100次,Make any Pokémon undergo Advanced Training for 100 times,Pokémon bất kỳ bồi dưỡng cao cấp 100 lần,임의의 포켓몬 고급 육성100회,Faça qualquer Pokémon passar por Treinamento Avançado 100 vezes,ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกขั้นสูง 100 ครั้ง,strengthen-1,
3034,3,20,20,500,,,10,{rmb=30;452=50},,2,高级努力值,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Valor de esforço avançado,ค่าความพยายามขั้นสูง,任意精灵高级培养500次,任意精靈高級培養500次,Make any Pokémon undergo Advanced Training for 500 times,Pokémon bất kỳ bồi dưỡng cao cấp 500 lần,임의의 포켓몬 고급 육성500회,Faça qualquer Pokémon passar pelo Treinamento Avançado 500 vezes,ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกขั้นสูง 500 ครั้ง,strengthen-1,
3035,3,20,20,1000,,,10,{rmb=50;452=50},,3,高级努力值,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Valor de esforço avançado,ค่าความพยายามขั้นสูง,任意精灵高级培养1000次,任意精靈高級培養1000次,Make any Pokémon undergo Advanced Training for 1000 times,Pokémon bất kỳ bồi dưỡng cao cấp 1000 lần,임의의 포켓몬 고급 육성1000회,Faça qualquer Pokémon passar por Treinamento Avançado 1000 vezes,"ทำให้โปเกมอนตัวใดก็ตามต้องผ่านการฝึกขั้นสูง 1,000 ครั้ง",strengthen-1,
3036,3,21,21,12,5,,10,{rmb=20;100=5},,1,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意12个精灵饰品达到蓝色品质,任意12個精靈飾品達到藍色品質,Any 12 Pokémons reach Rare grade,12 Trang Sức Pokémon bất kỳ đạt Lam,임의 12개 포켓몬 액세서리 파란색 등급 달성,Quaisquer 12 Pokémon atingem o grau Raro,โปเกมอน 12 ตัวใดก็ตามจะถึงระดับหายาก,strengthen-1,
3037,3,21,21,24,5,,10,{rmb=20;100=5},,2,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意24个精灵饰品达到蓝色品质,任意24個精靈飾品達到藍色品質,Any 24 Pokémons reach Rare grade,24 Trang Sức Pokémon bất kỳ đạt Lam,임의 24개 포켓몬 액세서리 파란색 등급 달성,Quaisquer 24 Pokémon atingem o grau Raro,โปเกมอน 24 ตัวใดก็ตามที่ถึงระดับหายาก,strengthen-1,
3038,3,21,21,12,9,,15,{rmb=30;100=5},,3,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意12个精灵饰品达到紫色品质,任意12個精靈飾品達到紫色品質,Any 12 Pokémon trinket reaches Epic,12 Trang Sức Pokémon bất kỳ đạt Tím,임의 12개 포켓몬 액세서리 보라색 등급 달성,Qualquer bugiganga de 12 Pokémon chega ao nível épico,เครื่องประดับโปเกมอน 12 ตัวขึ้นไปถึงระดับ Epic,strengthen-1,
3039,3,21,21,24,9,,20,{rmb=30;100=5},,4,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意24个精灵饰品达到紫色品质,任意24個精靈飾品達到紫色品質,Any 24 Pokémon trinket reaches Epic,24 Trang Sức Pokémon bất kỳ đạt Tím,임의 24개 포켓몬 액세서리 보라색 등급 달성,Qualquer bugiganga de 24 Pokémon chega ao nível épico,เครื่องประดับโปเกมอน 24 ตัวขึ้นไปถึงระดับ Epic,strengthen-1,
3040,3,21,21,12,14,,30,{rmb=50;100=5},,5,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意12个精灵饰品达到橙色品质,任意12個精靈飾品達到橙色品質,Trinkets of any 12 Pokémons reach Legendary grade,12 Trang Sức Pokémon bất kỳ đạt Cam,임의 12개 포켓몬 액세서리 주화색 등급 달성,Trinkets de quaisquer 12 Pokémon alcançam o grau Lendário,เครื่องประดับของโปเกมอน 12 ตัวจะถึงระดับตำนาน,strengthen-1,
3041,3,21,21,24,14,,30,{rmb=50;100=5},,6,饰品强化,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Acessórios Fortalecem,อุปกรณ์เสริมเสริมความแข็งแกร่ง,任意24个精灵饰品达到橙色品质,任意24個精靈飾品達到橙色品質,Trinkets of any 24 Pokémons reach Legendary grade,24 Trang Sức Pokémon bất kỳ đạt Cam,임의 24개 포켓몬 액세서리 주화색 등급 달성,Trinkets de quaisquer 24 Pokémon atingem o grau Lendário,เครื่องประดับของโปเกมอน 24 ตัวจะถึงระดับตำนาน,strengthen-1,
3042,3,22,22,4,1,,15,{rmb=30;503=2},,1,饰品觉醒,飾品覺醒,Trinket Awakening ,Trang sức thức tỉnh,액세서리 각성,Despertar da bugiganga,การปลุกเครื่องประดับ,任意精灵拥有4个1级觉醒饰品,任意精靈擁有4個1級覺醒飾品,Owns 4 level 1 Awakening Trinket by any Pokémon ,Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV1,임의의 포켓몬 1레벨 각성 액세서리 4개 보유,Possui 4 Awakening Trinket de nível 1 de qualquer Pokémon,ครอบครอง Awakening Trinket ระดับ 1 จำนวน 4 อันจากโปเกมอนตัวใดก็ได้,strengthen-1,
