变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
22003,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,200,,普通副本挑战200次,普通副本挑戰200次,Challenge Normal dungeon 200 times,Challenge Normal dungeon 200 times,일반 던전 200회 도전,Desafie a masmorra normal 200 vezes,ท้าทายดันเจี้ยนปกติ 200 ครั้ง,{6333=1;930=10;5000=14;rmb=30},,,
22004,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,300,,普通副本挑战300次,普通副本挑戰300次,Challenge Normal dungeon 300 times,Challenge Normal dungeon 300 times,일반 던전 300회 도전,Desafie a masmorra normal 300 vezes,ท้าทายดันเจี้ยนปกติ 300 ครั้ง,{6333=1;930=15;5000=16;rmb=40},,,
22005,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,450,,普通副本挑战450次,普通副本挑戰450次,Challenge Normal dungeon 450 times,Challenge Normal dungeon 450 times,일반 던전 450회 도전,Desafie a masmorra normal 450 vezes,ท้าทายดันเจี้ยนปกติ 450 ครั้ง,{6333=1;930=20;5000=18;rmb=50},,,
22006,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,600,,普通副本挑战600次,普通副本挑戰600次,Challenge Normal dungeon 600 times,Challenge Normal dungeon 600 times,일반 던전 600회 도전,Desafie a masmorra normal 600 vezes,ท้าทายดันเจี้ยนปกติ 600 ครั้ง,{6333=1;930=30;5000=20;rmb=60},,,
22007,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,750,,普通副本挑战750次,普通副本挑戰750次,Challenge Normal dungeon 750 times,Challenge Normal dungeon 750 times,일반 던전 750회 도전,Desafie a masmorra normal 750 vezes,ท้าทายดันเจี้ยนปกติ 750 ครั้ง,{6333=1;930=40;5000=30;rmb=90},,,
22008,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,900,,普通副本挑战900次,普通副本挑戰900次,Challenge Normal dungeon 900 times,Challenge Normal dungeon 900 times,일반 던전 900회 도전,Desafie a masmorra normal 900 vezes,ท้าทายดันเจี้ยนปกติ 900 ครั้ง,{6333=1;930=50;5000=50;rmb=120},,,
22009,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,20,,困难副本挑战20次,困难副本挑戰20次,Challenge Elite dungeon 20 times,Challenge Elite dungeon 20 times,하드 던전 20회 도전,Desafie a masmorra Elite 20 vezes,ท้าทายดันเจี้ยน Elite 20 ครั้ง,{6333=1;100=1;503=1;602=2},,,
22010,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,40,,困难副本挑战40次,困难副本挑戰40次,Challenge Elite dungeon 40 times,Challenge Elite dungeon 40 times,하드 던전 40회 도전,Desafie a masmorra Elite 40 vezes,ท้าทายดันเจี้ยน Elite 40 ครั้ง,{6333=1;100=2;503=2;602=2},,,
22011,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,60,,困难副本挑战60次,困难副本挑戰60次,Challenge Elite dungeon 60 times,Challenge Elite dungeon 60 times,하드 던전 60회 도전,Desafie a masmorra Elite 60 vezes,ท้าทายดันเจี้ยน Elite 60 ครั้ง,{6333=1;100=3;503=2;602=3},,,
22012,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,90,,困难副本挑战90次,困难副本挑戰90次,Challenge Elite dungeon 90 times,Challenge Elite dungeon 90 times,하드 던전 90회 도전,Desafie a masmorra Elite 90 vezes,ท้าทายดันเจี้ยน Elite 90 ครั้ง,{6333=1;100=4;503=3;602=3},,,
22013,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,120,,困难副本挑战120次,困难副本挑戰120次,Challenge Elite dungeon 120 times,Challenge Elite dungeon 120 times,하드 던전 120회 도전,Desafie a masmorra Elite 120 vezes,ท้าทายดันเจี้ยน Elite 120 ครั้ง,{6333=1;100=5;503=3;602=4},,,
22014,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,150,,困难副本挑战150次,困难副本挑戰150次,Challenge Elite dungeon 150 times,Challenge Elite dungeon 150 times,하드 던전 150회 도전,Desafie a masmorra Elite 150 vezes,ท้าทายดันเจี้ยน Elite 150 ครั้ง,{6333=1;100=6;503=4;602=5},,,
22015,12005,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,200,,困难副本挑战200次,困难副本挑戰200次,Challenge Elite dungeon 200 times,Challenge Elite dungeon 200 times,하드 던전 200회 도전,Desafie a masmorra Elite 200 vezes,ท้าทายดันเจี้ยน Elite 200 ครั้ง,{6333=1;100=7;503=5;602=6},,,
,,,,,,,,,,,,,,,,,,,第2天,,,,,,,,,,,{},,,
22101,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,5,,当日起完成派遣任务5次,當日起完成派遣任務5次,Complete dispatch mission 5 times from today onwards,Complete dispatch mission 5 times from today onwards,당일부터 파견 퀘스트 5회 완료,Complete a missão de despacho 5 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 5 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2101=10;gold=10000},,,
22102,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,10,,当日起完成派遣任务10次,當日起完成派遣任務10次,Complete dispatch mission 10 times from today onwards,Complete dispatch mission 10 times from today onwards,당일부터 파견 퀘스트 10회 완료,Complete a missão de despacho 10 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2101=10;gold=20000},,,
22103,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,20,,当日起完成派遣任务20次,當日起完成派遣任務20次,Complete dispatch mission 20 times from today onwards,Complete dispatch mission 20 times from today onwards,당일부터 파견 퀘스트 20회 완료,Complete a missão de despacho 20 vezes a partir de hoje,เสร็จสิ้นภารกิจส่งของ 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2101=10;gold=30000},,,
22104,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,30,,当日起完成派遣任务30次,當日起完成派遣任務30次,Complete dispatch mission 30 times from today onwards,Complete dispatch mission 30 times from today onwards,당일부터 파견 퀘스트 30회 완료,Complete a missão de despacho 30 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 30 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2102=10;gold=40000},,,
22105,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,40,,当日起完成派遣任务40次,當日起完成派遣任務40次,Complete dispatch mission 40 times from today onwards,Complete dispatch mission 40 times from today onwards,당일부터 파견 퀘스트 40회 완료,Complete a missão de despacho 40 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 40 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2102=10;gold=50000},,,
22106,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,50,,当日起完成派遣任务50次,當日起完成派遣任務50次,Complete dispatch mission 50 times from today onwards,Complete dispatch mission 50 times from today onwards,당일부터 파견 퀘스트 50회 완료,Complete a missão de despacho 50 vezes a partir de hoje,เสร็จสิ้นภารกิจส่งของ 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2103=6;gold=60000},,,
22107,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,60,,当日起完成派遣任务60次,當日起完成派遣任務60次,Complete dispatch mission 60 times from today onwards,Complete dispatch mission 60 times from today onwards,당일부터 파견 퀘스트 60회 완료,Complete a missão de despacho 60 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 60 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;2103=6;gold=70000},,,
22108,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,2,,当日起精灵突破2次,當日起精靈突破2次,Breakthrough your Pokémon 2 times from today onwards,Breakthrough your Pokémon 2 times from today onwards,당일부터 포켓몬 2회 돌파,Destrua seu Pokémon 2 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 2 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=20;gold=20000},,,
22109,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,4,,当日起精灵突破4次,當日起精靈突破4次,Breakthrough your Pokémon 4 times from today onwards,Breakthrough your Pokémon 4 times from today onwards,당일부터 포켓몬 4회 돌파,Destrua seu Pokémon 4 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 4 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=30;gold=40000},,,
22110,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,6,,当日起精灵突破6次,當日起精靈突破6次,Breakthrough your Pokémon 6 times from today onwards,Breakthrough your Pokémon 6 times from today onwards,당일부터 포켓몬 6회 돌파,Destrua seu Pokémon 6 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 6 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=40;gold=60000},,,
22111,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,8,,当日起精灵突破8次,當日起精靈突破8次,Breakthrough your Pokémon 8 times from today onwards,Breakthrough your Pokémon 8 times from today onwards,당일부터 포켓몬 8회 돌파,Destrua seu Pokémon 8 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 8 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=50;gold=80000},,,
22112,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,10,,当日起精灵突破10次,當日起精靈突破10次,Breakthrough your Pokémon 10 times from today onwards,Breakthrough your Pokémon 10 times from today onwards,당일부터 포켓몬 10회 돌파,Destrua seu Pokémon 10 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=60;gold=100000},,,
22113,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,15,,当日起精灵突破15次,當日起精靈突破15次,Breakthrough your Pokémon 15 times from today onwards,Breakthrough your Pokémon 15 times from today onwards,당일부터 포켓몬 15회 돌파,Destrua seu Pokémon 15 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 15 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=80;gold=120000},,,
22114,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,20,,当日起精灵突破20次,當日起精靈突破20次,Breakthrough your Pokémon 20 times from today onwards,Breakthrough your Pokémon 20 times from today onwards,당일부터 포켓몬 20회 돌파,Destrua seu Pokémon 20 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;850=100;gold=160000},,,
22115,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,2000000,,当日起金币消耗2000000,當日起金幣消耗2000000,Spend 2000000 coins from today onwards,Spend 2000000 coins from today onwards,당일부터 2000000 코인 소모,Gaste 2000000 moedas a partir de hoje,ใช้ 2000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=10;gold=200000},,,
22116,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,4000000,,当日起金币消耗4000000,當日起金幣消耗4000000,Spend 4000000 coins from today onwards,Spend 4000000 coins from today onwards,당일부터 4000000 코인 소모,Gaste 4000000 moedas a partir de hoje,ใช้ 4000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=15;gold=300000},,,
22117,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,6000000,,当日起金币消耗6000000,當日起金幣消耗6000000,Spend 6000000 coins from today onwards,Spend 6000000 coins from today onwards,당일부터 6000000 코인 소모,Gaste 6000000 moedas a partir de hoje,ใช้ 6000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=20;gold=400000},,,
22118,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,9000000,,当日起金币消耗9000000,當日起金幣消耗9000000,Spend 9000000 coins from today onwards,Spend 9000000 coins from today onwards,당일부터 9000000 코인 소모,Gaste 9000000 moedas a partir de hoje,ใช้ 9000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=30;gold=500000},,,
22119,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,12000000,,当日起金币消耗12000000,當日起金幣消耗12000000,Spend 12000000 coins from today onwards,Spend 12000000 coins from today onwards,당일부터 12000000 코인 소모,Gaste 12000000 moedas a partir de hoje,ใช้ 12000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=40;gold=600000},,,
22120,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,18000000,,当日起金币消耗18000000,當日起金幣消耗18000000,Spend 18000000 coins from today onwards,Spend 18000000 coins from today onwards,당일부터 18000000 코인 소모,Gaste 18000000 moedas a partir de hoje,ใช้ 18000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=60;gold=900000},,,
22121,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,24000000,,当日起金币消耗24000000,當日起金幣消耗24000000,Spend 24000000 coins from today onwards,Spend 24000000 coins from today onwards,당일부터 24000000 코인 소모,Gaste 24000000 moedas a partir de hoje,ใช้ 24000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=80;gold=1200000},,,
22122,12005,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,30000000,,当日起金币消耗30000000,當日起金幣消耗30000000,Spend 30000000 coins from today onwards,Spend 30000000 coins from today onwards,당일부터 30000000 코인 소모,Gaste 30000000 de moedas a partir de hoje,ใช้ 30000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6333=1;13=100;gold=2000000},,,
,,,,,,,,,,,,,,,,,,,第3天,,,,,,,,,,,{},,,
22201,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,4,,当日起竞技场战斗4次,當日起競技場戰鬥4次,Engage in arena battle for 4 times from today onwards,Engage in arena battle for 4 times from today onwards,당일부터 아레나 전투 4회 진행,Participe de batalhas de arena 4 vezes a partir de hoje,เข้าร่วมการต่อสู้ในอารีน่า 4 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=200;talent_point=1},,,
22202,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,8,,当日起竞技场战斗8次,當日起競技場戰鬥8次,Engage in arena battle for 8 times from today onwards,Engage in arena battle for 8 times from today onwards,당일부터 아레나 전투 8회 진행,Participe de batalhas de arena 8 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 8 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=300;talent_point=1},,,
22203,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,16,,当日起竞技场战斗16次,當日起競技場戰鬥16次,Engage in arena battle for 16 times from today onwards,Engage in arena battle for 16 times from today onwards,당일부터 아레나 전투 16회 진행,Participe de batalhas de arena 16 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 16 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=400;talent_point=1},,,
22204,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,24,,当日起竞技场战斗24次,當日起競技場戰鬥24次,Engage in arena battle for 24 times from today onwards,Engage in arena battle for 24 times from today onwards,당일부터 아레나 전투 24회 진행,Participe de batalhas de arena 24 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 24 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=500;talent_point=1},,,
22205,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,32,,当日起竞技场战斗32次,當日起競技場戰鬥32次,Engage in arena battle for 32 times from today onwards,Engage in arena battle for 32 times from today onwards,당일부터 아레나 전투 32회 진행,Participe de batalhas de arena 32 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 32 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=600;talent_point=1},,,
22206,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,40,,当日起竞技场战斗40次,當日起競技場戰鬥40次,Engage in arena battle for 40 times from today onwards,Engage in arena battle for 40 times from today onwards,당일부터 아레나 전투 40회 진행,Participe de batalhas de arena 40 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 40 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=800;talent_point=1},,,
22207,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,3,41,50,,当日起竞技场战斗50次,當日起競技場戰鬥50次,Engage in arena battle for 50 times from today onwards,Engage in arena battle for 50 times from today onwards,당일부터 아레나 전투 50회 진행,Participe de batalhas de arena 50 vezes a partir de hoje,เข้าร่วมการต่อสู้ในสนามประลอง 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin1=1000;talent_point=1},,,
22208,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,50,,当日起努力值培养50次,當日起努力值培養50次,Train EV for 50 times from today onwards,Train EV for 50 times from today onwards,당일부터 노력치 육성 50회 진행,Treine EV 50 vezes a partir de hoje,ฝึก EV 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=10;13=10},,,
22209,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,100,,当日起努力值培养100次,當日起努力值培養100次,Train EV for 100 times from today onwards,Train EV for 100 times from today onwards,당일부터 노력치 육성 100회 진행,Treine EV 100 vezes a partir de hoje,ฝึก EV 100 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=15;13=15},,,
22210,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,150,,当日起努力值培养150次,當日起努力值培養150次,Train EV for 150 times from today onwards,Train EV for 150 times from today onwards,당일부터 노력치 육성 150회 진행,Treine EV 150 vezes a partir de hoje,ฝึก EV 150 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=20;13=20},,,
22211,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,200,,当日起努力值培养200次,當日起努力值培養200次,Train EV for 200 times from today onwards,Train EV for 200 times from today onwards,당일부터 노력치 육성 200회 진행,Treine EV 200 vezes a partir de hoje,ฝึก EV 200 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=25;13=25},,,
22212,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,250,,当日起努力值培养250次,當日起努力值培養250次,Train EV for 250 times from today onwards,Train EV for 250 times from today onwards,당일부터 노력치 육성 250회 진행,Treine EV 250 vezes a partir de hoje,ฝึก EV 250 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=30;13=30},,,
22213,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,300,,当日起努力值培养300次,當日起努力值培養300次,Train EV for 300 times from today onwards,Train EV for 300 times from today onwards,당일부터 노력치 육성 300회 진행,Treine EV 300 vezes a partir de hoje,ฝึก EV ให้ได้ 300 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=35;13=35},,,
22214,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,350,,当日起努力值培养350次,當日起努力值培養350次,Train EV for 350 times from today onwards,Train EV for 350 times from today onwards,당일부터 노력치 육성 350회 진행,Treine EV 350 vezes a partir de hoje,ฝึก EV ให้ได้ 350 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=40;13=40},,,
22215,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,努力培养,努力培養,EV Develop,EV Develop,노력치 육성,Desenvolver EV,อีวี ดีเวลลอปเม้นท์,3,89,400,,当日起努力值培养400次,當日起努力值培養400次,Train EV for 400 times from today onwards,Train EV for 400 times from today onwards,당일부터 노력치 육성 400회 진행,Treine EV 400 vezes a partir de hoje,ฝึก EV 400 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=45;13=45},,,
