变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,desc,desc_tw,desc_en,desc_vn,desc_th,cards,equipID,skinID,attrMap
17711,夏日好友,夏日好友,Summer Friend,Bạn bè mùa hè,여름 친구,Amigos de verão,เพื่อนฤดูร้อน,,,,,,<381;1241;221>,,,{7=10%;8=10%}
17712,冲浪伙伴,衝浪夥伴,Surfing Buddy,Bạn đồng hành lướt sóng,서핑 파트너,Companheiro de surf,เพื่อนเล่นเซิร์ฟ,,,,,,<2031;1351;21>,,,{1=12%}
17713,终极冲击,終極衝擊,Giga Impact,Tác động cuối cùng,최종 충격,Impacto final,ผลกระทบขั้นสุดท้าย,,,,,,<3301;631;551>,,,{7=10%;8=10%}
17714,生命水滴,生命水滴,Life Dew,Giọt nước của sự sống,생명 물방울,\t Gota de Vida,_t ชีวิตหยด,,,,,,<3771;641;2401>,,,{23=500}
18011,魅影重重,魅影重重,Multi Phantom,Bóng ma dày đặc,환상,O Fantasma,ผี,,,,,,<1811;3561>,,,{7=10%;8=10%}
18012,漂浮打击,漂浮打擊,Floating Charge,Đòn đánh lơ lửng,플로팅 스트라이크,Golpe Flutuante,การโจมตีแบบลอยตัว,,,,,,<2871;481;2961>,,,{1=10%}
18013,幽灵支脉,幽靈支脈,Branch of Ghost,Chi nhánh ma,유령 가지,Galho Fantasma,สาขาผี,,,,,,<2991;2921;2922>,,,{7=10%;8=10%}
18111,幽灵感应,幽靈感應,Ghost Detection,Cảm nhận ma quái,영감은,Sentido Fantasma,สัมผัสผี,,,,,,<391;3411;3561>,,,{7=10%;8=10%}
18112,异度空间,異度空間,Different Dimension,Không gian song song,외계인 공간,Espaço Alienígena,อวกาศของมนุษย์ต่างดาว,,,,,,<1391;771>,,,{1=12%}
18113,巨人之力,巨人之力,Gigantic Power,Sức mạnh của người khổng lồ,거인의 힘,Poder Gigante,พลังยักษ์,,,,,,<1421;2631>,,,{7=10%;8=10%}
18114,恶搞戏法,惡搞戲法,Trick,Mánh khóe và trò hề,속이기,Peça,แกล้งคน,,,,,,<2271;131;481>,,,{22=500}
18411,灾祸预警,災禍預警,Catastrophe Alert,Cảnh báo thảm họa,재해 경고,Alerta de desastre,การเตือนภัยพิบัติ,,,,,,<2821;3141>,,,{7=10%;8=10%}
18412,协力救灾,協力救災,Giving Relief to Disaster Together,Cứu trợ thiên tai chung,재난 구호를 위해 협력,Ajudando com o socorro em desastres,ช่วยเหลือบรรเทาทุกข์ภัยพิบัติ,,,,,,<1291;1311;1351>,,,{1=12%}
18413,惩恶扬善,懲惡揚善,Punish the evil and praise the good,Trừng ác扬善,악을 벌하고 선을 장려하십시오,Punir o mal e promover o bem,ลงโทษความชั่วและส่งเสริมความดี,,,,,,<3301;241>,,,{7=10%;8=10%}
18414,超级进化,超級進化,Mega Evolution,Siêu Tiến Hóa,슈퍼 진화,Mega Evolução,วิวัฒนาการเมก้า,,,,,,<2301;21;41>,,,{23=500}
18511,胆战心寒,膽戰心寒,Tremble with fear,Rùng mình vì sợ hãi,냉각,Aterrorizado,หวาดกลัว,,,,,,<3021;2871;3011>,,,{7=10%;8=10%}
18512,冰雪交加,冰雪交加,Snowstorm,Mưa đá và tuyết,눈과 얼음,Gelo e neve,น้ำแข็งและหิมะ,,,,,,<3301;3501>,,,{1=10%}
18513,生人勿近,生人勿近,No strangers allowed,Tránh xa,가까이 오지 마,Mantenha-se afastado,เก็บไว้ให้ห่าง,,,,,,<391;2301>,,,{7=10%;8=10%}
18611,冰系家族,冰系家族,Ice-type family,Gia đình Băng,얼음 가족,Família de gelo,ครอบครัวไอซ์,,,,,,<2871;3011;551>,,,{7=10%;8=10%}
18612,暴雪感应,暴雪感應,Blizzard Detection,Phát hiện bão tuyết,블리자드 유도,Detecção de nevasca,การตรวจจับพายุหิมะ,,,,,,<801;3471;1311>,,,{1=10%}
18613,冰封力量,冰封力量,Freezing Power,Sức mạnh băng giá,얼어 붙은 힘,Poder Congelado,พลังแห่งการแช่แข็ง,,,,,,<471;2301;371>,,,{7=10%;8=10%}
18911,龙族崛起,龍族崛起,Dragon Rising,Sự Trỗi Dậy của Gia Tộc Rồng,드래곤 라이즈,Ascensão do Dragão,มังกรขึ้น,,,,,,<3141;3001>,,,{7=10%;8=10%}
18912,头铁刚毅,頭鐵剛毅,Strong Iron Head,Cứng đầu và kiên quyết,머리 철제 인내,Determinado,จิตใจเข้มแข็ง,,,,,,<2961;331;2611>,,,{1=12%}
18913,准神之力,准神之力,Power of the Pseudo-legendary,Sức mạnh của bán thần,준신의 힘,Poder Quase-Deus,พลังที่เสมือนพระเจ้า,,,,,,<2231;3541>,,,{7=10%;8=10%}
18914,飞翔渴望,飛翔渴望,Flying Desire,Khát vọng bay,비행 욕망,Desejo de voar,ความปรารถนาที่จะบิน,,,,,,<3511;2891;351>,,,{14=500}
19011,钢筋铁骨,鋼筋鐵骨,Steel Frame,Xương sắt da thép,강화 된 철 뼈,Aço,เหล็ก,,,,,,<331;1501>,,,{7=10%;8=10%}
19012,某某科学,某某科學,Certain science,Khoa học nhất định,그래서 과학,Ciência,ศาสตร์,,,,,,<261;3021>,,,{1=12%}
19013,强身健体,強身健體,Getting into Shape,Tăng cường sức khỏe,체력,Fortaleça seu corpo,เสริมสร้างร่างกายให้แข็งแรง,,,,,,<1071;271;2631>,,,{7=10%;8=10%}
19014,神经网络,神經網路,Neural Network,Mạng lưới thần kinh,신경망,Redes Neurais,เครือข่ายประสาท,,,,,,<331;2591;2961>,,,{23=500}
19111,原始之力,原始之力,Ancient Power,Sức mạnh nguyên thủy,원시의 힘,Poder Primordial,พลังดั้งเดิม,,,,,,<1251;401;3501>,,,{7=10%;8=10%}
19112,岩石护身,岩石護身,Rock Guard,Bảo vệ bằng đá,락 가드,Armadura de pedra,เกราะหิน,,,,,,<491;1501;691>,,,{1=12%}
19113,永恒守护,永恆守護,Eternal guardian,Vệ hộ vĩnh hằng,영원한 수호자,Guardião Eterno,ผู้พิทักษ์นิรันดร์,,,,,,<1921;1931>,,,{7=10%;8=10%}
19114,溯源而战,溯源而戰,Fight back,Chiến đấu đến nguồn gốc,근원에 반격,Lutando até a fonte,การต่อสู้เพื่อแหล่งที่มา,,,,,,<2381;2241>,,,{23=500}
19211,冰冷一脉,冰冷一脈,Icy veins,Dòng dõi băng giá,얼음 정맥,Veia gelada,เส้นเลือดที่เย็นเยือก,,,,,,<721;3021;1851>,,,{7=10%;8=10%}
19212,隐秘冰族,隱秘冰族,Hidden Ice Clan,Bộ tộc băng giá bí ẩn,숨겨진 아이스 레이스,Tribo Secreta do Gelo,เผ่าน้ำแข็งลับ,,,,,,<1081;381;1861>,,,{1=12%}
19213,永恒守护,永恆守護,Eternal guardian,Vệ hộ vĩnh hằng,영원한 수호자,Guardião Eterno,ผู้พิทักษ์นิรันดร์,,,,,,<1911;1931>,,,{7=10%;8=10%}
19214,溯源而战,溯源而戰,Fight back,Chiến đấu đến nguồn gốc,근원에 반격,Lutando até a fonte,การต่อสู้เพื่อแหล่งที่มา,,,,,,<2381;2241>,,,{23=500}
19311,钢筋铁骨,鋼筋鐵骨,Steel Frame,Xương sắt da thép,강화 된 철 뼈,Aço,เหล็ก,,,,,,<1501;1901;2961>,,,{7=10%;8=10%}
19312,抱团头铁,抱團頭鐵,Hold the iron,"Gắn bó, cứng đầu",바 오투 안투 아이언,Mantenha-se unido,ยึดไว้ด้วยกัน,,,,,,<331;571;2611>,,,{1=12%}
19313,永恒守护,永恆守護,Eternal guardian,Vệ thần vĩnh cửu,영원한 수호자,Guardião Eterno,ผู้พิทักษ์นิรันดร์,,,,,,<1911;1921>,,,{7=10%;8=10%}
19314,溯源而战,超能軍團,Psuchic Legion,Chiến đấu đến nguồn gốc,슈퍼 군단,Legião Super Poderosa,กองทัพพลังพิเศษ,,,,,,<2381;2241>,,,{23=500}
19411,超能军团,龍系家族,Dragon Family,Đội quân siêu năng lực,드래곤 패밀리,Família Dragão,ครอบครัวมังกร,,,,,,<1391;2401;2841>,,,{7=10%;8=10%}
19412,龙系家族,誓約夥伴,Vow Partner,Gia tộc Rồng,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<751;1891;3591;4131>,,,{1=12%}
19413,誓约伙伴,無限精靈,Eon Pokémon,Đối tác thề ước,무한 마법사,Elfos ilimitados,เอลฟ์ไม่จำกัด,,,,,,<721;701;341;2891>,,,{7=10%;8=10%}
19414,无限精灵,超能軍團,Psuchic Legion,Elf Vô Cực,슈퍼 군단,Legião Super Poderosa,กองทัพพลังพิเศษ,,,,,,<1951;1031;801;691>,,,{23=500}
19511,超能军团,龍系家族,Dragon Family,Đội quân siêu năng lực,드래곤 패밀리,Família Dragão,ครอบครัวมังกร,,,,,,<261;1901;551>,,,{7=10%;8=10%}
19512,龙系家族,誓約夥伴,Vow Partner,Gia tộc Rồng,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<751;1891;3591;4131>,,,{1=12%}
19513,誓约伙伴,無限精靈,Eon Pokémon,Những người bạn thề ước,무한 마법사,Elfos ilimitados,เอลฟ์ไม่จำกัด,,,,,,<741;701;3511;51>,,,{7=10%;8=10%}
19514,无限精灵,溯源而戰,Fight back,Yêu tinh vô hạn,근원에 반격,Lutando até a fonte,การต่อสู้เพื่อแหล่งที่มา,,,,,,<1941;1031;801;691>,,,{14=500}
19611,命运对决,命運對決,Duel of Fate,Sự va chạm của số phận,운명의 대결,Duelo fatídico,การดวลแห่งโชคชะตา,,,,,,<1971;91>,,,{7=15%;8=15%}
19612,海洋扩张,海洋擴張,Ocean Expansion,Sự tách giãn đáy biển,해양 확장,Expansão oceânica,การขยายตัวของมหาสมุทร,,,,,,<1241;1311;3301>,,,{1=20%}
19613,三界霸主,三界霸主,Overlord of the Three Realms,Đế chủ Tam giới,세 왕국의 대 군주,Senhor Supremo dos Três Reinos,เจ้าแห่งสามอาณาจักร,,,,,,<1981;2231>,,,{7=15%;8=15%}
19614,呼风唤雨,呼風喚雨,Power of Nature,điều khiển thời tiết; quyền năng to lớn,바람을 불러 비를 불러,Dê as ordens,เรียกการยิง,,,,,,<751;631>,,,{23=750}
19711,霸主之力,霸主之力,Power of the Overlord,Sức mạnh của bá chủ,대군주의 힘,Poder do Overlord,โอเวอร์ลอร์ดพาวเวอร์,,,,,,<1981;1891>,,,{7=15%;8=15%}
19712,水来土掩,水來土掩,Adapt to different situations,"Nước đến, đất ngăn.",은폐,A água vem e o solo cobre,น้ำมาและดินก็ปกคลุม,,,,,,<1961;1241;631>,,,{1=20%}
19713,火山之怒,火山之怒,Rage of Volcano,Sự Phẫn Nộ Của Núi Lửa,화산 분노,Fúria do Vulcão,ความโกรธของภูเขาไฟ,,,,,,<1251;1231;1611>,,,{7=15%;8=15%}
19714,大陆创世,大陸創世,Creation of Continent,Sự sáng thế lục địa,대륙 창조,Criação Continental,การสร้างสรรค์ระดับทวีป,,,,,,<1251;1501;2591>,,,{23=750}
19811,霸主争夺,霸主爭奪,Fight of the Overlords,Cuộc chiến giành bá quyền,지배,Lute pela supremacia,ต่อสู้เพื่อความเป็นใหญ่,,,,,,<1961;1251>,,,{7=15%;8=15%}
19812,龙系崛起,龍系崛起,The Rise of the Dragon-type,Sự trỗi dậy của dòng dõi rồng,드래곤 라이즈,Ascensão do Dragão,มังกรขึ้น,,,,,,<1891;3141;3541>,,,{1=20%}
19813,领空制衡,領空制衡,Check and balance of airspace,Kiểm soát không phận,공역 점검 및 균형,Equilíbrio do espaço aéreo,การปรับสมดุลน่านฟ้า,,,,,,<1261;751;31>,,,{7=15%;8=15%}
19814,毁灭打击,毀滅打擊,Destructive Strike,Đòn đánh tàn phá,엄청난 타격,Destruição,การทำลาย,,,,,,<1971;3001;1301>,,,{14=750}
19911,钢之意志,鋼之意志,Will of Steel,Ý chí bằng thép,강철의 의지,Vontade de Aço,ความตั้งใจแห่งเหล็ก,,,,,,<2351;3161;1501>,,,{7=15%;8=15%}
19912,超凡身躯,超凡身軀,Extraordinary Body,Thân thể phi thường,비범한 몸,Corpo extraordinário,ร่างกายที่น่าทึ่ง,,,,,,<3641;1901;2401>,,,{1=20%}
19913,许愿同伴,許願同伴,Wishing Companion,Người bạn đồng hành ước nguyện,소원 친구,Companheiro de desejos,ขออวยพรให้เพื่อนคู่ใจ,,,,,,<1391;3351;861>,,,{7=15%;8=15%}
19914,千年彗星,千年彗星,Millennium Comet,Sao chổi thiên niên kỷ,천년 혜성,Cometa do Milênio,ดาวหางพันปี,,,,,,<1971;1841;1891;3171>,,,{23=750}
20111,草之誓约,草之誓約,Oath of the Grass,Lời thề của cỏ,풀의 맹세,Juramento da Erva,คำสาบานแห่งหญ้า,,,,,,<281;781;2301>,,,{7=10%;8=10%}
20112,森林意志,森林意志,Forest Will,Ý chí của rừng,숲의 의지,Vontade da Floresta,เจตนารมณ์แห่งป่า,,,,,,<1441;3281;1291>,,,{1=10%}
20113,冒险同伴,冒險夥伴,Adventure companions,Những người bạn đồng hành phiêu lưu,모험 동료,Companheiros de aventura,เพื่อนร่วมผจญภัย,,,,,,<471;2611;3431>,,,{7=10%;8=10%}
20211,烈焰战场,烈焰戰場,Burning Battlefield,Chiến trường lửa,불타는 전장,Campo de batalha de chamas,สนามรบแห่งเปลวเพลิง,,,,,,<1231;601;241;11>,,,{7=10%;8=10%}
20212,格斗高手,格鬥高手,Martial arts master,Cao thủ võ thuật,격투 전문가,Mestre da Luta,ปรมาจารย์การต่อสู้,,,,,,<2241;2631;2481;3511>,,,{1=12%}
20213,神奥御三家,神奧禦三家,Sinnoh starters,Bộ ba khởi đầu Sinnoh,신오 스타팅 포켓몬,As Três Grandes Famílias de Sinnoh,สามตระกูลใหญ่แห่งซินโอห์,,,,,,<2031;2011>,,,{7=10%;8=10%}
20214,高深拳法,高深拳法,Profound Boxing Technique,Tuyệt kỹ quyền pháp,심오한 권법,Boxe avançado,มวยขั้นสูง,,,,,,<1301;271;461;231>,,,{14=500}
20311,水系新秀,水系新秀,Water Rookie,Lính mới hệ Nước,워터 루키,Novato na Água,มือใหม่เล่นน้ำ,,,,,,<641;3771;221>,,,{7=10%;8=10%}
20312,钢铁身躯,鋼鐵身軀,Steel body,Thân thể bằng thép,스틸 바디,Corpo de aço,ตัวเรือนเหล็ก,,,,,,<2241;2611>,,,{1=12%}
20313,收服之战,收服之戰,Battle of Capture,Cuộc chiến chinh phục,정복하다,Lute para conquistar,การต่อสู้ที่ต้องพิชิต,,,,,,<401;1231;91>,,,{7=10%;8=10%}
20314,三角情谊,三角情誼,Triangle Friendship,Tình tay ba,삼각형 우정,Triângulo,สามเหลี่ยม,,,,,,<591;891>,,,{14=500}
20711,雷电家族,雷電家族,Electric family,Gia đình Sấm sét,라이덴 가족,Família Raiden,ครอบครัวไรเดน,,,,,,<51;3291;2301>,,,{7=10%;8=10%}
20712,自然之力,自然之力,Power of Nature,Sức mạnh của thiên nhiên,자연의 힘,Força da Natureza,พลังแห่งธรรมชาติ,,,,,,<91;1081;3511>,,,{1=10%}
20713,电光意识,電光意識,Electric awareness,Ý thức điện quang,전기 광학 인식,Consciência Elétrica,การรับรู้เกี่ยวกับไฟฟ้า,,,,,,<131;3281;2961>,,,{7=10%;8=10%}
22311,地表强者,地表強者,Strongest on Earth,Mạnh nhất trên Trái đất,표면에 강함,Forte na Terra,แข็งแกร่งบนโลก,,,,,,<491;2721>,,,{7=10%;8=10%}
22312,潜藏杀机,潛藏殺機,Hidden Killing Intentions,Sát khí ẩn giấu,숨겨진 살인,Perigo oculto,อันตรายที่ซ่อนเร้น,,,,,,<571;801;101>,,,{1=12%}
22313,回归理智,回歸理智,Return to Reason,Trở lại lý trí,이유로 돌아 가기,Retorno à razão,กลับไปสู่เหตุผล,,,,,,<3301;1301>,,,{7=10%;8=10%}
22314,刀锋战士,刀鋒戰士,Blade,Blade Runner,블레이드 워리어,Lâmina,ใบมีด,,,,,,<3001;691>,,,{14=500}
22411,格斗势力,格鬥勢力,Fighting Forces,Lực lượng chiến đấu,싸우는 힘,Força de combate,กำลังรบ,,,,,,<1301;3511;2631>,,,{7=10%;8=10%}
22412,誓约伙伴,誓約夥伴,Pledge Partner,Những người bạn đồng맹,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<771;1081;91>,,,{1=12%}
22413,不屈意志,不屈意志,Unyielding,Ý chí bất khuất,불굴의 의지,Vontade Inflexível,ความมุ่งมั่นที่ไม่ยอมแพ้,,,,,,<1391;271;341>,,,{7=10%;8=10%}
22414,隐秘钢族,隱秘鋼族,Hidden Steel Race,Bộ tộc thép bí mật,숨겨진 강철 제품군,Tribo Secreta do Aço,เผ่าเหล็กลับ,,,,,,<571;331>,,,{14=500}
22711,毒系同伴,毒系同伴,Poison-type companions,Đồng minh hệ Độc,독의 동반자,Companheiro Venenoso,เพื่อนคู่ใจพิษ,,,,,,<131;471;3011>,,,{7=10%;8=10%}
22712,毒之身躯,毒之身軀,Poisonous Body,Thân thể độc,유독 한 몸,Corpo Venenoso,ร่างกายมีพิษ,,,,,,<481;271;2631>,,,{1=10%}
22713,神秘力量,神秘力量,Mysterious power,Sức mạnh bí ẩn,신비한 힘,Poder misterioso,พลังลึกลับ,,,,,,<281;371;1081>,,,{7=10%;8=10%}
23011,草之誓约,草之誓約,Grass Pledge,Lời thề của cỏ,풀의 맹세,Juramento da Grama,คำสาบานแห่งหญ้า,,,,,,<281;781;2011>,,,{7=10%;8=10%}
23012,森林意志,森林意志,Forest Will,Ý chí của rừng,숲의 의지,Vontade da Floresta,ฟอเรสต์วิลล์,,,,,,<1081;3281;1861>,,,{1=10%}
23013,冒险同伴,冒險同伴,Adventure Partner,Những người bạn đồng hành phiêu lưu,모험 동반자,Companheiro de aventura,เพื่อนร่วมผจญภัย,,,,,,<2871;3011;3431>,,,{7=10%;8=10%}
23511,超凡意志,超凡意志,Extraordinary Will,Ý chí phi thường,특별한 의지,Vontade extraordinária,ความปรารถนาอันพิเศษ,,,,,,<1261;1931;1901>,,,{7=15%;8=15%}
23512,龙龙军团,龍龍軍團,Dragon Army,Đội quân Longlong,드래곤 아미,Legião do Dragão,กองทัพมังกร,,,,,,<751;3141;3001>,,,{1=20%}
23513,神话精灵,神話精靈,Mythical Pokémon,Linh hồn thần thoại,신화 엘프,Mitologia Elfo,เทพนิยายเอลฟ์,,,,,,<2391;1941>,,,{7=15%;8=15%}
23514,时空传说,時空傳說,Time and Space,Biên niên sử Thời gian và Không gian,시간과 공간의 전설,Lendas do Tempo e do Espaço,ตำนานแห่งกาลเวลาและอวกาศ,,,,,,<2361;1891;2231>,,,{14=750}
23611,水流力量,水流力量,Force of Water,Sức mạnh của dòng chảy,현재 힘,Força da Água,พลังน้ำ,,,,,,<631;1241;3301>,,,{7=15%;8=15%}
23612,龙族出击,龍族出擊,Dragon Attack,Bộ tộc rồng tấn công,드래곤 공격,Ataque do Dragão,การโจมตีของมังกร,,,,,,<2391;1951;751>,,,{1=20%}
23613,誓约朋友,誓約朋友,Vow Friends,Bạn bè thề nguyện,서약 친구,Amigos do Juramento,คำมั่นสัญญาเพื่อน,,,,,,<2431;1841;1071>,,,{7=15%;8=15%}
23614,时空对决,時空對決,Time and Space Duel,Đấu Tranh Thời Không,시간과 공간 대결,Confronto de Tempo e Espaço,การเผชิญหน้าระหว่างเวลาและอวกาศ,,,,,,<2351;3591>,,,{14=750}
23811,苏醒之力,蘇醒之力,Power of Awaken,,각성의 힘,Despertar o Poder,พลังแห่งการตื่นรู้,,,,,,<2361;1421;711>,,,{7=15%;8=15%}
23812,崛陆而起,崛陸而起,Rise from the land,Trỗi dậy từ mặt đất,땅에서 일어나,Erguendo-se da Terra,ขึ้นจากแผ่นดิน,,,,,,<1971;401;2231>,,,{1=20%}
23813,永恒传说,永恆傳說,Eternal Legend,Huyền Thoại Vĩnh Hằng,영원한 전설,Lenda Eterna,ตำนานอันเป็นนิรันดร์,,,,,,<1911;1921;1931>,,,{7=15%;8=15%}
23814,亦正亦邪,亦正亦邪,Right and Evil,Vừa chính nghĩa vừa tà ác,옳고 그름 모두,Bem e Mal,ความดีและความชั่ว,,,,,,<2431;2821;1081>,,,{14=750}
23911,幽灵新影,幽靈新影,Ghost Rookie,Bóng ma mới,유령 그림자,Fantasma Nova Sombra,ผีเงาใหม่,,,,,,<2991;1811;3661>,,,{7=15%;8=15%}
23912,飞龙在天,飛龍在天,Sky Lord,Rồng bay trên trời,비룡재천,Dragão Voador no Céu,มังกรบินบนท้องฟ้า,,,,,,<3591;3141;1891>,,,{1=20%}
23913,异界对抗,異界對抗,Exodus Encounter,Đối đầu thế giới khác,이계대항,Confronto de mundos diferentes,การเผชิญหน้าระหว่างต่างโลก,,,,,,<2441;2031;1861>,,,{7=15%;8=15%}
23914,神话精灵,神話精靈,Mythical Pokémon,Tinh linh thần thoại,신화요정,Mitologia Elfo,เทพนิยายเอลฟ์,,,,,,<2351;2361>,,,{23=750}
24011,超凡能力,超凡能力,Extraordinary ability,Siêu năng lực,비범 한 능력,Habilidade extraordinária,ความสามารถอันพิเศษ,,,,,,<1901;261;551>,,,{7=10%;8=10%}
24012,誓约伙伴,誓約夥伴,Pledge Partner,Đối tác thề ước,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<751;491;2961>,,,{1=12%}
24013,新月起舞,新月起舞,Dance from the new moon,Trăng non múa,뉴 문 댄스,Dança da Lua Crescente,รำจันทร์เสี้ยว,,,,,,<2431>,,,{7=10%;8=10%}
24014,优雅化身,優雅化身,Elegant Incarnation,Hiện thân của sự thanh lịch,우아한 화신,Encarnação elegante,การจุติแห่งความสง่างาม,,,,,,<1391;2471;2841>,,,{23=500}
24211,心灵感应,心靈感應,Telepathy,Thần giao cách cảm,텔레파시,Telepatia,โทรพาธี,,,,,,<501;1391;3591>,,,{7=15%;8=15%}
24212,海之神殿,海之神殿,Temple of the Sea,Đền thờ biển cả,바다의 신전,Templo do Mar,วิหารแห่งท้องทะเล,,,,,,<1961;381;2031;3681>,,,{1=20%}
24213,湿润之躯,濕潤之軀,Moist body,Cơ thể ẩm ướt,축축한 몸,Corpo úmido,ร่างกายชุ่มชื้น,,,,,,<641;3541;2411>,,,{7=15%;8=15%}
24214,萌样神兽Ⅱ,優雅化身,Elegant incarnation,Thú Cưng Dễ Thương II,우아한 화신,Elegância encarnada,ความสง่างามที่ปรากฎกาย,,,,,,<2461;4121;1991;1281>,,,{23=750}
24311,邪恶势力,邪惡勢力,Evil forces,Lực lượng tà ác,악의 세력,Forças do Mal,กองกำลังชั่วร้าย,,,,,,<2821;2721;3301>,,,{7=15%;8=15%}
24312,神奥对决,神奧對決,Mystery,Trận đấu Sinnoh,신오 대결,Duelo de Sinnoh,ซินโอดูเอล,,,,,,<1981;1071;1291>,,,{1=20%}
24313,无月之夜,無月之夜,Moonless night,Đêm không trăng,달이없는 밤,Noite sem lua,คืนไร้จันทร์,,,,,,<2381;2401>,,,{7=15%;8=15%}
24314,时空保护,時空保護,Space-time protection,Bảo vệ không-thời gian,시간과 공간 보호,Proteção do tempo e do espaço,การปกป้องเวลาและสถานที่,,,,,,<2351;1391;471>,,,{22=750}
24411,草系新贵,草系新貴,Grass Rookie,Quý tộc hệ cỏ,풀 타입 새 포켓몬,Novato do tipo grama,ผู้มาใหม่ประเภทหญ้า,,,,,,<2471;1291;3661>,,,{7=15%;8=15%}
24412,隐秘飞行,隱秘飛行,Stealth Fly,Chuyến bay bí mật,은밀 비행,Voo furtivo,การบินแบบสเตลท์,,,,,,<1271;701;3591>,,,{1=20%}
24413,探险同伴,探險同伴,Adventure Parter,Những người bạn đồng hành phiêu lưu,탐험 파트너,Companheiro de expedição,เพื่อนร่วมเดินทาง,,,,,,<3631;3771;3841>,,,{7=15%;8=15%}
24414,异界纷争,異界紛爭,Exodus Dispute,Xung đột thế giới khác,이계 분쟁,Conflito Alienígena,ความขัดแย้งระหว่างมนุษย์ต่างดาว,,,,,,<2391;4131;2031>,,,{23=750}
24611,神之火焰,神之火焰,God's Flame,Ngọn lửa của thần,신의 불꽃,A chama de Deus,เปลวไฟของพระเจ้า,,,,,,<3211;1231;741>,,,{7=15%;8=15%}
24612,吃货大胃王,吃貨大胃王,Big eater,Người ăn nhiều,대식가,Comilão,กินจุ,,,,,,<711;1421;3281>,,,{1=20%}
24613,团队激励,團隊激勵,Team Motivation,Động viên nhóm,팀 동기 부여,Motivação da equipe,แรงจูงใจของทีม,,,,,,<1991;2441;501>,,,{7=15%;8=15%}
24614,可爱象征,可愛象徵,Cute symbol,Biểu tượng dễ thương,귀여운 상징,Símbolo fofo,สัญลักษณ์น่ารัก,,,,,,<771;1851>,,,{23=750}
24711,草系力量,草系力量,Grass Power,Sức mạnh hệ Cỏ,잔디 힘,Poder da grama,พลังหญ้า,,,,,,<1291;3661;781>,,,{7=10%;8=10%}
24712,相生相克,相生相剋,Allelopathy,Sinh khắc tương sinh,타감,Promoção mútua e contenção mútua,การส่งเสริมซึ่งกันและกันและการยับยั้งชั่งใจร่วมกัน,,,,,,<1301;2301;2481>,,,{1=12%}
24713,誓约伙伴,誓約夥伴,Vow Partner,Những người bạn thề,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<2991;2922;2871>,,,{7=10%;8=10%}
24714,优雅化身,優雅化身,Graceful Incarnation,Hiện thân của sự thanh lịch,우아한 화신,Elegância encarnada,ความสง่างามที่ปรากฎกาย,,,,,,<2401;2841>,,,{22=500}
24811,火焰掌控,火焰掌控,Flame Control,Kiểm soát ngọn lửa,화염 제어,Maestria do Fogo,ความเชี่ยวชาญด้านไฟ,,,,,,<3341;791;1611>,,,{7=10%;8=10%}
24812,炎焰之力,炎焰之力,Power of Fire,Sức mạnh của ngọn lửa cháy,화염의 힘,Poder da Chama,พลังแห่งเปลวไฟ,,,,,,<11;3291;3341>,,,{1=10%}
24813,太阳意志,太陽意志,Sun will,Ý chí của mặt trời,태양의 의지,Sol vai,ซันวิลล์,,,,,,<2631;2271;131>,,,{7=10%;8=10%}
25911,岩石壁垒,岩石壁壘,Rock Barrier,Rào chắn đá,바위 장벽,Parede de pedra,กำแพงหิน,,,,,,<491;301;691>,,,{7=10%;8=10%}
25912,沙暴之势,沙暴之勢,Sandstorm,Sức mạnh của bão cát,모래 폭풍,Tempestade de areia,พายุทราย,,,,,,<2071;2961;1501>,,,{1=10%}
25913,自然组合,自然組合,Natural combination,Kết hợp tự nhiên,자연스러운 조합,Combinação natural,การผสมผสานที่เป็นธรรมชาติ,,,,,,<2611;3011;1291>,,,{7=10%;8=10%}
26111,森林同伴,森林同伴,Forest companions,Những người bạn rừng,숲의 동반자,Companheiros da Floresta,เพื่อนร่วมป่า,,,,,,<1611;691;2591>,,,{7=10%;8=10%}
26112,大地掌控,大地掌控,Geomancy,Kiểm soát Trái đất,지구 통제,Controle da Terra,การควบคุมโลก,,,,,,<51;2631;3511>,,,{1=10%}
26113,觉醒感应,覺醒感應,Awakening detection,Khả năng thức tỉnh,각성 유도,Indução do Despertar,การปลุกจิตสำนึก,,,,,,<2681;781;1081>,,,{7=10%;8=10%}
26311,格斗势力,格鬥勢力,Fighting Forces,Lực lượng chiến đấu,싸우는 힘,Força de combate,กำลังรบ,,,,,,<271;3511;2271>,,,{7=10%;8=10%}
26312,拳之力量,拳之力量,Fist Power,Sức mạnh của nắm đấm,주먹의 힘,O poder do punho,พลังแห่งกำปั้น,,,,,,<471;1441;231;461>,,,{1=10%}
