变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect
30433,咸鱼龙刺,鹹魚龍刺,Lazy Dragon Thorn,Gai Rồng Cá Mặn,짠물고기 용의 가시,Lazy Dragon Thorn,หนามมังกรปลาเค็ม,config/item/xddj/icon_xylc.png,5,<>,TRUE,,199,80,5,7,70,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,5,5,145,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,146,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28133,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30434,机巧魄心,機巧魄心,Soul-Heart,Hồn Cơ Xảo,기교의 혼,Soul-Heart,จิตวิญญาณจักรกล,config/item/xddj/icon_mjyn.png,5,<>,TRUE,,199,80,5,7,71,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,147,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,148,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28134,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30435,太阳之笛,太陽之笛,Sun Flute,Sáo Mặt Trời,태양의 피리,Flauta do Sol,ขลุ่ยสุริยัน,config/item/xddj/icon_sejlo.png,5,<>,TRUE,,199,80,5,7,72,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;0.9;1.1>,0.5,5,5,149,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,150,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28135,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30436,蒸汽大炮,蒸汽大砲,Steam Cannon,Pháo Hơi Nước,스팀 캐논,Canhão de Vapor,ปืนใหญ่ไอน้ำ,config/item/xddj/icon_bekne.png,5,<>,TRUE,,199,80,5,7,73,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,151,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,152,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28136,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30437,月亮之笛,月亮之笛,Moon Flute,Sáo Mặt Trăng,달의 피리,Flauta da Lua,ขลุ่ยจันทรา,config/item/xddj/icon_lnyl.png,5,<>,TRUE,,199,80,5,7,74,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,5,5,153,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,154,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28137,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30438,究极棱镜,究極稜鏡,Ultimate Prism,Lăng Kính Tối Thượng,울트라라이트 프리즘,Ultimate Prism,ปริซึมสุดยอด,config/item/xddj/icon_jjlj.png,5,<>,TRUE,,199,80,5,7,75,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,0.5,5,5,155,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,156,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28138,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30439,混沌魔方球,混沌魔方球,Chaos Cube Ball,Quả Cầu Ma Thuật Hỗn Độn,혼돈의 마방구,Chaos Cube Ball,ลูกบาศก์มนตราโกลาหล,config/item/xddj/icon_zzmq.png,5,<>,TRUE,,199,80,5,7,76,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.1;1;1.1;1>,0.5,5,5,157,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,158,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28139,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30440,岩石巨盾,岩石巨盾,Rocky Shield,Khiên Đá Khổng Lồ,바위 거대 방패,Rocky Shield,โล่หินยักษ์,config/item/xddj/icon_bjls.png,5,<>,TRUE,,199,80,5,7,77,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,159,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,160,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28140,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30441,基因气团,基因氣團,Gene Cluster,Khối Khí Gen,유전자 기단,Gene Cluster,มวลอากาศยีนส์,config/item/xddj/icon_symh.png,5,<>,TRUE,,199,80,5,7,78,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,5,5,161,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,162,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28141,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30442,荆棘之冠,荊棘之冠,Crown of Thorns,Vương Miện Gai,가시 왕관,Coroa de Espinhos,มงกุฎหนาม,config/item/xddj/icon_sgsnd.png,5,<>,TRUE,,199,80,5,7,79,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,163,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,164,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28142,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30443,百战金盾,百戰金盾,Invincible Golden Shield,Khiên Trăm Trận,백전의 금방패,Invincible Golden Shield,โล่ร้อยศึก,config/item/xddj/icon_zmrt.png,5,<>,TRUE,,199,80,5,7,80,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,5,5,165,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,166,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28143,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30444,猩红棘刃,猩紅棘刃,Scarlet Thorn Blade,Lưỡi Dao Gai Đỏ,진홍의 가시 칼날,Lâmina de Espinho Escarlate,ดาบหนามสีเลือด,config/item/xddj/icon_sgcjalld.png,5,<>,TRUE,,199,80,5,7,81,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,167,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,168,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28144,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30445,三色翎羽剑,三色翎羽劍,Tri-Color Feather Sword,Kiếm Lông Ba Màu,삼색 깃털 검,Espada de Penas Tricolores,ดาบขนนกสามสี,config/item/xddj/icon_sslyj.png,5,<>,TRUE,,199,80,5,7,82,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,169,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,170,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28145,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30446,不挠之剑,不撓之劍,Intrepid Sword,Kiếm Bất Khuất,불굴의 검,Intrepid Sword,ดาบไม่ย่อท้อ,config/item/xddj/icon_cx.png,5,<>,TRUE,,199,80,5,7,83,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,171,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,172,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28146,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30447,时之披风,時之披風,Cape of Time,Áo Choàng Thời Gian,시간의 망토,Capa do Tempo,ผ้าคลุมแห่งกาลเวลา,config/item/xddj/icon_sld.png,5,<>,TRUE,,199,80,5,7,84,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,5,5,173,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,174,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28147,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30448,超重力钢爪,超重力鋼爪,Heavy Gravity Steel Claw,Vuốt Thép Siêu Trọng Lực,초중력 강철 발톱,Heavy Gravity Steel Claw,กรงเล็บเหล็กแรงโน้มถ่วงสูง,config/item/xddj/icon_sgcjjjg.png,5,<>,TRUE,,199,80,5,7,85,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,5,5,175,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,176,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28148,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30449,漆黑缰绳,漆黑韁繩,Black Reins,Dây Cương Hợp Nhất (Đen),검은 고삐,Black Reins,บังเหียนทมิฬ,config/item/xddj/icon_qhjs.png,5,<>,TRUE,,199,80,5,7,86,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,177,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,178,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28149,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30450,暴烈血镰,暴烈血鐮,Fierce Blood Scythe,Liềm Máu Hung Bạo,폭렬의 피의 낫,Fierce Blood Scythe,เคียวโลหิตรุนแรง,config/item/xddj/icon_blxl.png,5,<>,TRUE,,199,80,5,7,87,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,179,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,180,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28150,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30451,波导魂骨,波導魂骨,Surge Spirit Bone,Xương Hồn Aura,파동의 혼골,Surge Spirit Bone,กระดูกวิญญาณคลื่นพลัง,config/item/xddj/icon_bdhg.png,5,<>,TRUE,,199,80,5,7,88,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,181,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,182,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28151,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30452,苍白缰绳,蒼白韁繩,Pale Reins,Dây Cương Hợp Nhất (Trắng),하얀 고삐,Pale Reins,บังเหียนสีขาว,config/item/xddj/icon_cbjs.png,5,<>,TRUE,,199,80,5,7,89,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,5,5,183,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,184,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28152,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30453,炎龙炽链,炎龍熾鏈,Blazing Dragon Chains,Xích Lửa Viêm Long,염룡의 불타는 사슬,Blazing Dragon Chains,โซ่เพลิงมังกรอัคคี,config/item/xddj/icon_ylcl.png,5,<>,TRUE,,199,80,5,7,90,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,185,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,186,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28153,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30454,创世之剑,創世之劍,Sword of Creation,Kiếm Sáng Thế,창세의 검,Espada da Criação,ดาบแห่งการสร้างโลก,config/item/xddj/icon_cszj.png,6,<>,TRUE,,199,80,6,7,91,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.5;1.5;1.5;1.5;1.5;1.5>,0.5,6,6,187,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,188,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28154,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30455,神·机巧魄心,神·機巧魄心,Divine Soul-Heart,Linh Hồn Cơ Giới Thần Thánh,신성한 기계 영혼핵,Núcleo da Alma Mecânica Divina,หัวใจวิญญาณจักรกลศักดิ์สิทธิ์,config/item/xddj/icon_mjyn.png,6,<>,TRUE,,199,80,6,7,92,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,6,6,189,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,190,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28155,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30456,神·超级领针,神·超級領針,Divine Mega Stickpin,Thần Ghim Cài Mega,신성한 메가브로치,Mega Broche Divino,เข็มกลัดเมก้าศักดิ์สิทธิ์,config/item/xddj/icon_cjlz.png,6,<>,TRUE,,199,80,6,7,93,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,6,6,193,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,194,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28156,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30457,神·神隐王冠,神·神隱王冠,Divine Spirited Away Crown,Thần Vương Miện Vô Hình,신성한 숨겨진 왕관,Coroa Divina da Invisibilidade,มงกุฎล่องหนศักดิ์สิทธิ์,config/item/xddj/icon_smwg.png,6,<>,TRUE,,199,80,6,7,94,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,6,6,195,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,196,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28157,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30458,神·羁绊铃铛,神·羈絆鈴鐺,Divine Bond Bell,Thần Chuông Gắn Kết,신성한 유대의 방울,Sino de Vínculo Divino,กระดิ่งสายใยศักดิ์สิทธิ์,config/item/xddj/icon_kzld.png,6,<>,TRUE,,199,80,6,7,95,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,6,6,197,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,198,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28158,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30459,神·基因多面体,神·基因多面體,Divine Zygarde Cube,Thần Khối Đa Diện Gen,신성한 유전자 다면체,Poliedro de DNA Divino,ทรงหลายหน้ายีนส์ศักดิ์สิทธิ์,config/item/xddj/icon_rhdmq.png,6,<>,TRUE,,199,80,6,7,96,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,6,6,199,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,200,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28159,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30460,神·鬼手拳套,神·鬼手拳套,Divine Ghost Hand Gloves,Thần Găng Tay Ma Quái,신성한 귀신의 손 건틀릿,Manopla Fantasma Divina,ถุงมือภูตผีศักดิ์สิทธิ์,config/item/xddj/icon_mxd.png,6,<>,TRUE,,199,80,6,7,97,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,6,6,201,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,202,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28160,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30461,神·太阳之笛,神·太陽之笛,Divine Sun Flute,Thần Sáo Mặt Trời,신성한 태양의 피리,Flauta do Sol Divina,ขลุ่ยสุริยันศักดิ์สิทธิ์,config/item/xddj/icon_sejlo.png,6,<>,TRUE,,199,80,6,7,98,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;0.9;1.1>,0.5,6,6,203,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,204,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28161,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30462,神·蒸汽大炮,神·蒸汽大砲,Divine Steam Cannon,Thần Pháo Hơi Nước,신성한 스팀 캐논,Canhão de Vapor Divino,ปืนใหญ่ไอน้ำศักดิ์สิทธิ์,config/item/xddj/icon_bekne.png,6,<>,TRUE,,199,80,6,7,99,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,6,6,205,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,206,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28162,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30463,神·月亮之笛,神·月亮之笛,Divine Moon Flute,Thần Sáo Mặt Trăng,신성한 달의 피리,Flauta da Lua Divina,ขลุ่ยจันทราศักดิ์สิทธิ์,config/item/xddj/icon_lnyl.png,6,<>,TRUE,,199,80,6,7,100,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,6,6,207,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,208,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28163,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30464,神·究极棱镜,神·究極稜鏡,Divine Ultimate Prism,Thần Lăng Kính Tối Thượng,신성한 울트라라이트 프리즘,Prisma Ultraleve Divino,ปริซึมสุดยอดศักดิ์สิทธิ์,config/item/xddj/icon_jjlj.png,6,<>,TRUE,,199,80,6,7,101,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,0.5,6,6,209,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,210,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28164,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
