变量名,type,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,icon,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;pt>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务描述_韩,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务标题_韩,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1110,0,通关第五章普通关卡4,通關第五章普通關卡4,Pass Instance  Chapter 5 (Normal) Stage4,Vượt qua Phó bản Chương 5 (Thường) Màn 4,챕터5 일반 스테이지4 클리어,Passar da Instância Capítulo 5 (Normal) Estágio 4,ผ่านด่านบทที่ 5 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10504,,1,1,0,0,0,0,,21,1100,10,0,{11=5;gold=3500},10504
1111,0,通关第五章普通关卡7,通關第五章普通關卡7,Pass Instance  Chapter 5 (Normal) Stage7,Vượt qua Phó bản Chương 5 (Thường) Màn 7,챕터5 일반 스테이지7 클리어,Passar da Instância Capítulo 5 (Normal) Estágio 7,ผ่านด่านบทที่ 5 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10507,,1,1,0,0,0,0,,2,1100,11,0,{11=5;gold=3500},10507
1112,0,通关第五章普通关卡10,通關第五章普通關卡10,Pass Instance  Chapter 5 (Normal) Stage10,Vượt qua Phó bản Chương 5 (Thường) Màn 10,챕터5 일반 스테이지10 클리어,Passar da Instância Capítulo 5 (Normal) Estágio 10,ผ่านด่านบทที่ 5 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10510,,1,1,0,0,0,0,,3,1100,12,0,{11=5;gold=3500},10510
1113,0,通关第六章普通关卡4,通關第六章普通關卡4,Pass Instance  Chapter 6 (Normal) Stage4,Vượt qua Phó bản Chương 6 (Thường) Màn 4,챕터6 일반 스테이지4 클리어,Passar da Instância Capítulo 6 (Normal) Estágio 4,ผ่านด่านบทที่ 6 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10604,,1,1,0,0,0,0,,4,1100,13,0,{11=5;gold=4000},10604
1114,0,通关第六章普通关卡7,通關第六章普通關卡7,Pass Instance  Chapter 6 (Normal) Stage7,Vượt qua Phó bản Chương 6 (Thường) Màn 7,챕터6 일반 스테이지7 클리어,Passar da Instância Capítulo 6 (Normal) Estágio 7,ผ่านด่านบทที่ 6 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10607,,1,1,0,0,0,0,,5,1100,14,0,{11=5;gold=4000},10607
1115,0,通关第六章普通关卡10,通關第六章普通關卡10,Pass Instance  Chapter 6 (Normal) Stage10,Vượt qua Phó bản Chương 6 (Thường) Màn 10,챕터6 일반 스테이지10 클리어,Passar da Instância Capítulo 6 (Normal) Estágio 10,ผ่านด่านบทที่ 6 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10610,,1,1,0,0,0,0,,6,1100,15,0,{11=5;gold=4000},10610
1116,0,通关第七章普通关卡4,通關第七章普通關卡4,Pass Instance  Chapter 7 (Normal) Stage4,Vượt qua Phó bản Chương 7 (Thường) Màn 4,챕터7 일반 스테이지4 클리어,Passar da Instância Capítulo 7 (Normal) Estágio 4,ผ่านด่านบทที่ 7 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10704,,1,1,0,0,0,0,,2,1100,16,0,{gold=5000;12=5},10704
1117,0,通关第七章普通关卡7,通關第七章普通關卡7,Pass Instance  Chapter 7 (Normal) Stage7,Vượt qua Phó bản Chương 7 (Thường) Màn 7,챕터7 일반 스테이지7 클리어,Passar da Instância Capítulo 7 (Normal) Estágio 7,ผ่านด่านบทที่ 7 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10707,,1,1,0,0,0,0,,3,1100,17,0,{gold=5000;12=5},10707
1118,0,通关第七章普通关卡10,通關第七章普通關卡10,Pass Instance  Chapter 7 (Normal) Stage10,Vượt qua Phó bản Chương 7 (Thường) Màn 10,챕터7 일반 스테이지10 클리어,Passar da Instância Capítulo 7 (Normal) Estágio 10,ผ่านด่านบทที่ 7 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10710,,1,1,0,0,0,0,,4,1100,18,0,{gold=5000;12=5},10710
1119,0,通关第八章普通关卡4,通關第八章普通關卡4,Pass Instance  Chapter 8 (Normal) Stage4,Vượt qua Phó bản Chương 8 (Thường) Màn 4,챕터8 일반 스테이지4 클리어,Passar da Instância Capítulo 8 (Normal) Estágio 4,ผ่านด่านบทที่ 8 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10804,,1,1,0,0,0,0,,5,1100,19,0,{gold=7000;12=5},10804
1120,0,通关第八章普通关卡7,通關第八章普通關卡7,Pass Instance  Chapter 8 (Normal) Stage7,Vượt qua Phó bản Chương 8 (Thường) Màn 7,챕터8 일반 스테이지7 클리어,Passar da Instância Capítulo 8 (Normal) Estágio 7,ผ่านด่านบทที่ 8 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10807,,1,1,0,0,0,0,,6,1100,20,0,{gold=7000;12=5},10807
1121,0,通关第八章普通关卡10,通關第八章普通關卡10,Pass Instance  Chapter 8 (Normal) Stage10,Vượt qua Phó bản Chương 8 (Thường) Màn 10,챕터8 일반 스테이지10 클리어,Passar da Instância Capítulo 8 (Normal) Estágio 10,ผ่านด่านบทที่ 8 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10810,,1,1,0,0,0,0,,7,1100,21,0,{gold=7000;12=5},10810
1122,0,通关第九章普通关卡4,通關第九章普通關卡4,Pass Instance  Chapter 9 (Normal) Stage4,Vượt qua Phó bản Chương 9 (Thường) Màn 4,챕터9 일반 스테이지4 클리어,Passar da Instância Capítulo 9 (Normal) Estágio 4,ผ่านด่านบทที่ 9 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10904,,1,1,0,0,0,0,,8,1100,22,0,{gold=9000;12=5},10904
1123,0,通关第九章普通关卡7,通關第九章普通關卡7,Pass Instance  Chapter 9 (Normal) Stage7,Vượt qua Phó bản Chương 9 (Thường) Màn 7,챕터9 일반 스테이지7 클리어,Passar da Instância Capítulo 9 (Normal) Estágio 7,ผ่านด่านบทที่ 9 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10907,,1,1,0,0,0,0,,9,1100,23,0,{gold=9000;12=5},10907
1124,0,通关第九章普通关卡10,通關第九章普通關卡10,Pass Instance  Chapter 9 (Normal) Stage10,Vượt qua Phó bản Chương 9 (Thường) Màn 10,챕터9 일반 스테이지10 클리어,Passar da Instância Capítulo 9 (Normal) Estágio 10,ผ่านด่านบทที่ 9 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10910,,1,1,0,0,0,0,,10,1100,24,0,{gold=9000;12=5},10910
1125,0,通关第十章普通关卡4,通關第十章普通關卡4,Pass Instance  Chapter 10 (Normal) Stage4,Vượt qua Phó bản Chương 10 (Thường) Màn 4,챕터10 일반 스테이지4 클리어,Passar da Instância Capítulo 10 (Normal) Estágio 4,ผ่านด่านบทที่ 10 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11004,,1,1,0,0,0,0,,11,1100,25,0,{gold=11000;12=5},11004
1126,0,通关第十章普通关卡7,通關第十章普通關卡7,Pass Instance  Chapter 10 (Normal) Stage7,Vượt qua Phó bản Chương 10 (Thường) Màn 7,챕터10 일반 스테이지7 클리어,Passar da Instância Capítulo 10 (Normal) Estágio 7,ผ่านด่านบทที่ 10 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11007,,1,1,0,0,0,0,,12,1100,26,0,{gold=11000;12=5},11007
1127,0,通关第十章普通关卡10,通關第十章普通關卡10,Pass Instance  Chapter 10 (Normal) Stage10,Vượt qua Phó bản Chương 10 (Thường) Màn 10,챕터10 일반 스테이지10 클리어,Passar da Instância Capítulo 10 (Normal) Estágio 10,ผ่านด่านบทที่ 10 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11010,,1,1,0,0,0,0,,13,1100,27,0,{gold=11000;12=5},11010
1128,0,通关第十一章普通关卡4,通關第十一章普通關卡4,Pass Instance  Chapter 11 (Normal) Stage4,Vượt qua Phó bản Chương 11 (Thường) Màn 4,챕터11 일반 스테이지4 클리어,Passar da Instância Capítulo 11 (Normal) Estágio 4,ผ่านด่านบทที่ 11 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11104,,1,1,0,0,0,0,,14,1100,28,0,{gold=13000;12=5},11104
1129,0,通关第十一章普通关卡7,通關第十一章普通關卡7,Pass Instance  Chapter 11 (Normal) Stage7,Vượt qua Phó bản Chương 11 (Thường) Màn 7,챕터11 일반 스테이지7 클리어,Passar da Instância Capítulo 11 (Normal) Estágio 7,ผ่านด่านบทที่ 11 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11107,,1,1,0,0,0,0,,15,1100,29,0,{gold=13000;12=5},11107
1130,0,通关第十一章普通关卡10,通關第十一章普通關卡10,Pass Instance  Chapter 11 (Normal) Stage10,Vượt qua Phó bản Chương 11 (Thường) Màn 10,챕터11 일반 스테이지10 클리어,Passar da Instância Capítulo 11 (Normal) Estágio 10,ผ่านด่านบทที่ 11 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11110,,1,1,0,0,0,0,,16,1100,30,0,{gold=13000;12=5},11110
1131,0,通关第十二章普通关卡4,通關第十二章普通關卡4,Pass Instance  Chapter 12 (Normal) Stage4,Vượt qua Phó bản Chương 12 (Thường) Màn 4,챕터12 일반 스테이지4 클리어,Passar da Instância Capítulo 12 (Normal) Estágio 4,ผ่านด่านบทที่ 12 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11204,,1,1,0,0,0,0,,17,1100,31,0,{13=5;gold=15000},11204
1132,0,通关第十二章普通关卡7,通關第十二章普通關卡7,Pass Instance  Chapter 12 (Normal) Stage7,Vượt qua Phó bản Chương 12 (Thường) Màn 7,챕터12 일반 스테이지7 클리어,Passar da Instância Capítulo 12 (Normal) Estágio 7,ผ่านด่านบทที่ 12 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11207,,1,1,0,0,0,0,,18,1100,32,0,{13=5;gold=15000},11207
1133,0,通关第十二章普通关卡10,通關第十二章普通關卡10,Pass Instance  Chapter 12 (Normal) Stage10,Vượt qua Phó bản Chương 12 (Thường) Màn 10,챕터12 일반 스테이지10 클리어,Passar da Instância Capítulo 12 (Normal) Estágio 10,ผ่านด่านบทที่ 12 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11210,,1,1,0,0,0,0,,3,1100,33,0,{13=5;gold=15000},11210
1134,0,通关第十三章普通关卡4,通關第十三章普通關卡4,Pass Instance  Chapter 13 (Normal) Stage4,Vượt qua Phó bản Chương 13 (Thường) Màn 4,챕터13 일반 스테이지4 클리어,Passar da Instância Capítulo 13 (Normal) Estágio 4,ผ่านด่านบทที่ 13 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11304,,1,1,0,0,0,0,,0,1100,34,0,{13=5;gold=17000},11304
1135,0,通关第十三章普通关卡7,通關第十三章普通關卡7,Pass Instance  Chapter 13 (Normal) Stage7,Vượt qua Phó bản Chương 13 (Thường) Màn 7,챕터13 일반 스테이지7 클리어,Passar da Instância Capítulo 13 (Normal) Estágio 7,ผ่านด่านบทที่ 13 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11307,,1,1,0,0,0,0,,0,1100,35,0,{13=5;gold=17000},11307
1136,0,通关第十三章普通关卡10,通關第十三章普通關卡10,Pass Instance  Chapter 13 (Normal) Stage10,Vượt qua Phó bản Chương 13 (Thường) Màn 10,챕터13 일반 스테이지10 클리어,Passar da Instância Capítulo 13 (Normal) Estágio 10,ผ่านด่านบทที่ 13 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11310,,1,1,0,0,0,0,,0,1100,36,0,{13=5;gold=17000},11310
1137,0,通关第十四章普通关卡4,通關第十四章普通關卡4,Pass Instance  Chapter 14 (Normal) Stage4,Vượt qua Phó bản Chương 14 (Thường) Màn 4,챕터14 일반 스테이지4 클리어,Passar da Instância Capítulo 14 (Normal) Estágio 4,ผ่านด่านบทที่ 14 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11404,,1,1,0,0,0,0,,0,1100,37,0,{13=5;gold=19000},11404
1138,0,通关第十四章普通关卡7,通關第十四章普通關卡7,Pass Instance  Chapter 14 (Normal) Stage7,Vượt qua Phó bản Chương 14 (Thường) Màn 7,챕터14 일반 스테이지7 클리어,Passar da Instância Capítulo 14 (Normal) Estágio 7,ผ่านด่านบทที่ 14 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11407,,1,1,0,0,0,0,,0,1100,38,0,{13=5;gold=19000},11407
1139,0,通关第十四章普通关卡10,通關第十四章普通關卡10,Pass Instance  Chapter 14 (Normal) Stage10,Vượt qua Phó bản Chương 14 (Thường) Màn 10,챕터14 일반 스테이지10 클리어,Passar da Instância Capítulo 14 (Normal) Estágio 10,ผ่านด่านบทที่ 14 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11410,,1,1,0,0,0,0,,0,1100,39,0,{13=5;gold=19000},11410
1140,0,通关第十五章普通关卡4,通關第十五章普通關卡4,Pass Instance  Chapter 15 (Normal) Stage4,Vượt qua Phó bản Chương 15 (Thường) Màn 4,챕터15 일반 스테이지4 클리어,Passar da Instância Capítulo 15 (Normal) Estágio 4,ผ่านด่านบทที่ 15 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11504,,1,1,0,0,0,0,,0,1100,40,0,{13=5;gold=21000},11504
1141,0,通关第十五章普通关卡7,通關第十五章普通關卡7,Pass Instance  Chapter 15 (Normal) Stage7,Vượt qua Phó bản Chương 15 (Thường) Màn 7,챕터15 일반 스테이지7 클리어,Passar da Instância Capítulo 15 (Normal) Estágio 7,ผ่านด่านบทที่ 15 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11507,,1,1,0,0,0,0,,0,1100,41,0,{13=5;gold=21000},11507
1142,0,通关第十五章普通关卡10,通關第十五章普通關卡10,Pass Instance  Chapter 15 (Normal) Stage10,Vượt qua Phó bản Chương 15 (Thường) Màn 10,챕터15 일반 스테이지10 클리어,Passar da Instância Capítulo 15 (Normal) Estágio 10,ผ่านด่านบทที่ 15 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11510,,1,1,0,0,0,0,,0,1100,42,0,{13=5;gold=21000},11510
1143,0,通关第十六章普通关卡4,通關第十六章普通關卡4,Pass Instance  Chapter 16 (Normal) Stage4,Vượt qua Phó bản Chương 16 (Thường) Màn 4,챕터16 일반 스테이지4 클리어,Passar da Instância Capítulo 16 (Normal) Estágio 4,ผ่านด่านบทที่ 16 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11604,,1,1,0,0,0,0,,0,1100,43,0,{13=5;gold=23000},11604
1144,0,通关第十六章普通关卡7,通關第十六章普通關卡7,Pass Instance  Chapter 16 (Normal) Stage7,Vượt qua Phó bản Chương 16 (Thường) Màn 7,챕터16 일반 스테이지7 클리어,Passar da Instância Capítulo 16 (Normal) Estágio 7,ผ่านด่านบทที่ 16 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11607,,1,1,0,0,0,0,,0,1100,44,0,{13=5;gold=23000},11607
1145,0,通关第十六章普通关卡10,通關第十六章普通關卡10,Pass Instance  Chapter 16 (Normal) Stage10,Vượt qua Phó bản Chương 16 (Thường) Màn 10,챕터16 일반 스테이지10 클리어,Passar da Instância Capítulo 16 (Normal) Estágio 10,ผ่านด่านบทที่ 16 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11610,,1,1,0,0,0,0,,0,1100,45,0,{13=5;gold=23000},11610
1146,0,通关第十七章普通关卡4,通關第十七章普通關卡4,Pass Instance  Chapter 17 (Normal) Stage4,Vượt qua Phó bản Chương 17 (Thường) Màn 4,챕터17 일반 스테이지4 클리어,Passar da Instância Capítulo 17 (Normal) Estágio 4,ผ่านด่านบทที่ 17 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11704,,1,1,0,0,0,0,,0,1100,46,0,{13=5;gold=25000},11704
1147,0,通关第十七章普通关卡7,通關第十七章普通關卡7,Pass Instance  Chapter 17 (Normal) Stage7,Vượt qua Phó bản Chương 17 (Thường) Màn 7,챕터17 일반 스테이지7 클리어,Passar da Instância Capítulo 17 (Normal) Estágio 7,ผ่านด่านบทที่ 17 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11707,,1,1,0,0,0,0,,0,1100,47,0,{13=5;gold=25000},11707
1148,0,通关第十七章普通关卡10,通關第十七章普通關卡10,Pass Instance  Chapter 17 (Normal) Stage10,Vượt qua Phó bản Chương 17 (Thường) Màn 10,챕터17 일반 스테이지10 클리어,Passar da Instância Capítulo 17 (Normal) Estágio 10,ผ่านด่านบทที่ 17 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11710,,1,1,0,0,0,0,,0,1100,48,0,{13=5;gold=25000},11710
1149,0,通关第十八章普通关卡4,通關第十八章普通關卡4,Pass Instance  Chapter 18 (Normal) Stage4,Vượt qua Phó bản Chương 18 (Thường) Màn 4,챕터18 일반 스테이지4 클리어,Passar da Instância Capítulo 18 (Normal) Estágio 4,ผ่านด่านบทที่ 18 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11804,,1,1,0,0,0,0,,0,1100,49,0,{13=5;gold=27000},11804
1150,0,通关第十八章普通关卡7,通關第十八章普通關卡7,Pass Instance  Chapter 18 (Normal) Stage7,Vượt qua Phó bản Chương 18 (Thường) Màn 7,챕터18 일반 스테이지7 클리어,Passar da Instância Capítulo 18 (Normal) Estágio 7,ผ่านด่านบทที่ 18 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11807,,1,1,0,0,0,0,,0,1100,50,0,{13=5;gold=27000},11807
1151,0,通关第十八章普通关卡10,通關第十八章普通關卡10,Pass Instance  Chapter 18 (Normal) Stage10,Vượt qua Phó bản Chương 18 (Thường) Màn 10,챕터18 일반 스테이지10 클리어,Passar da Instância Capítulo 18 (Normal) Estágio 10,ผ่านด่านบทที่ 18 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11810,,1,1,0,0,0,0,,0,1100,51,0,{13=5;gold=27000},11810
1152,0,通关第十九章普通关卡4,通關第十九章普通關卡4,Pass Instance  Chapter 19 (Normal) Stage4,Vượt qua Phó bản Chương 19 (Thường) Màn 4,챕터19 일반 스테이지4 클리어,Passar da Instância Capítulo 19 (Normal) Estágio 4,ผ่านด่านบทที่ 19 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11904,,1,1,0,0,0,0,,0,1100,52,0,{14=5;gold=29000},11904
1153,0,通关第十九章普通关卡7,通關第十九章普通關卡7,Pass Instance  Chapter 19 (Normal) Stage7,Vượt qua Phó bản Chương 19 (Thường) Màn 7,챕터19 일반 스테이지7 클리어,Passar da Instância Capítulo 19 (Normal) Estágio 7,ผ่านด่านบทที่ 19 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11907,,1,1,0,0,0,0,,0,1100,53,0,{14=5;gold=29000},11907
1154,0,通关第十九章普通关卡10,通關第十九章普通關卡10,Pass Instance  Chapter 19 (Normal) Stage10,Vượt qua Phó bản Chương 19 (Thường) Màn 10,챕터19 일반 스테이지10 클리어,Passar da Instância Capítulo 19 (Normal) Estágio 10,ผ่านด่านบทที่ 19 (ปกติ) ด่านที่ 10,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,11910,,1,1,0,0,0,0,,0,1100,54,0,{14=5;gold=29000},11910
1155,0,通关第二十章普通关卡4,通關第二十章普通關卡4,Pass Instance  Chapter 20 (Normal) Stage4,Vượt qua Phó bản Chương 20 (Thường) Màn 4,챕터20 일반 스테이지4 클리어,Passar da Instância Capítulo 20 (Normal) Estágio 4,ผ่านด่านบทที่ 20 (ปกติ) ด่านที่ 4,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,12004,,1,1,0,0,0,0,,0,1100,55,0,{14=5;gold=31000},12004
1156,0,通关第二十章普通关卡7,通關第二十章普通關卡7,Pass Instance  Chapter 20 (Normal) Stage7,Vượt qua Phó bản Chương 20 (Thường) Màn 7,챕터20 일반 스테이지7 클리어,Passar da Instância Capítulo 20 (Normal) Estágio 7,ผ่านด่านบทที่ 20 (ปกติ) ด่านที่ 7,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,12007,,1,1,0,0,0,0,,0,1100,56,0,{14=5;gold=31000},12007
