变量名,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,_message,message_tw,message_en,needNotice_vn,message_kr,message_pt,message_th,conditionDesc,conditionDesc_tw,conditionDesc_en,conditionDesc_kr,conditionDesc_vn,conditionDesc_pt,conditionDesc_th,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
50,对决大师,對決大師,Master of Dueling,Đại sư đối quyết,대결의 대가,Mestre do Duelo,ปรมาจารย์การดวล,,spine,<92;153;112>,,title/ch_djds.skel,<254;104>,1,,1,,,onlineFightUnlimited,2,,1,7,"#C0xFF5B545B#[PVP Arena Unlimited Mode No.2]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!",#C0xFF5B545B#【对战竞技场无限制模式No.2】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧！,#C0xFF5B545B#【對戰競技場無限制模式No.2】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧！,"#C0xFF5B545B#[PVP Arena Unlimited Mode No.2]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!","#C0xFF5B545B#【Hạng 2 Chế độ Không giới hạn Đấu trường Giao đấu】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi!","#C0xFF5B545B#【배틀 아레나 무제한 모드 2위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요!","#C0xFF5B545B#【Nº2 do Modo Ilimitado da Arena de Batalha】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!",#C0xFF5B545B#【อันดับ 2 โหมดไม่จำกัดของอารีน่าต่อสู้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ!,周结算、赛季结算时处于无限制赛模式第2名时获得,周結算、賽季結算時處於無限制賽模式第2名時獲得,Obtained by ranking 2nd in Unlimited Mode at weekly and seasonal settlement,주간 및 시즌 정산 시 무제한 모드 2위 획득,Nhận khi đạt hạng 2 trong Chế độ Không giới hạn tại tổng kết tuần và mùa giải,Obtido ao ficar em 2º lugar no Modo Ilimitado nos acertos semanais e de temporada,ได้รับเมื่อได้อันดับที่ 2 ในโหมดไม่จำกัดในการสรุปผลรายสัปดาห์และตามฤดูกาล,,,,,,,,0,16,100,0,0,,0,0,
51,对决高手,對決高手,Expert of Dueling,Cao thủ đối quyết,대결의 고수,Especialista em Duelo,ผู้เชี่ยวชาญการดวล,,spine,<92;153;112>,,title/ch_djgs.skel,<254;104>,1,,1,,,onlineFightUnlimited,3,,1,7,"#C0xFF5B545B#[PVP Arena Unlimited Mode No.3]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!",#C0xFF5B545B#【对战竞技场无限制模式No.3】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧！,#C0xFF5B545B#【對戰競技場無限制模式No.3】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧！,"#C0xFF5B545B#[PVP Arena Unlimited Mode No.3]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!","#C0xFF5B545B#【Hạng 3 Chế độ Không giới hạn Đấu trường Giao đấu】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi!","#C0xFF5B545B#【배틀 아레나 무제한 모드 3위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요!","#C0xFF5B545B#【Nº3 do Modo Ilimitado da Arena de Batalha】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!",#C0xFF5B545B#【อันดับ 3 โหมดไม่จำกัดของอารีน่าต่อสู้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ!,周结算、赛季结算时处于无限制赛模式第3名时获得,周結算、賽季結算時處於無限制賽模式第3名時獲得,Obtained by ranking 3rd in Unlimited Mode at weekly and seasonal settlement,주간 및 시즌 정산 시 무제한 모드 3위 획득,Nhận khi đạt hạng 3 trong Chế độ Không giới hạn tại tổng kết tuần và mùa giải,Obtido ao ficar em 3º lugar no Modo Ilimitado nos acertos semanais e de temporada,ได้รับเมื่อได้อันดับที่ 3 ในโหมดไม่จำกัดในการสรุปผลรายสัปดาห์และตามฤดูกาล,,,,,,,,0,16,100,0,0,,0,0,
52,绝技之王,絕技之王,King of Special Moves,Vua tuyệt kỹ,필살기의 왕,Rei dos Movimentos Especiais,ราชาแห่งท่าไม้ตาย,,spine,<92;153;112>,,title/ch_jjzw.skel,<254;104>,1,,1,,,onlineFightLimited,1,,1,7,"#C0xFF5B545B#[PVP Arena Fair Mode No.1]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!",#C0xFF5B545B#【对战竞技场公平模式No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧！,#C0xFF5B545B#【對戰競技場公平模式No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧！,"#C0xFF5B545B#[PVP Arena Fair Mode No.1]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!","#C0xFF5B545B#【Hạng 1 Chế độ Công bằng Đấu trường Giao đấu】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi!","#C0xFF5B545B#【배틀 아레나 공정 모드 1위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요!","#C0xFF5B545B#【Nº1 do Modo Jogo Justo da Arena de Batalha】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!",#C0xFF5B545B#【อันดับ 1 โหมดแฟร์เพลย์ของอารีน่าต่อสู้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ!,周结算、赛季结算时处于公平赛模式第1名时获得,周結算、賽季結算時處於公平賽模式第1名時獲得,Obtained by ranking 1st in Fair Play Mode at weekly and seasonal settlement,주간 및 시즌 정산 시 공정 모드 1위 획득,Nhận khi đạt hạng 1 trong Chế độ Công bằng tại tổng kết tuần và mùa giải,Obtido ao ficar em 1º lugar no Modo Jogo Justo nos acertos semanais e de temporada,ได้รับเมื่อได้อันดับที่ 1 ในโหมดแฟร์เพลย์ในการสรุปผลรายสัปดาห์และตามฤดูกาล,,,,,,,,0,16,100,0,0,,0,0,
53,绝技大师,絕技大師,Master of Special Moves,Đại sư tuyệt kỹ,필살기의 대가,Mestre dos Movimentos Especiais,ปรมาจารย์แห่งท่าไม้ตาย,,spine,<92;153;112>,,title/ch_jjds.skel,<254;104>,1,,1,,,onlineFightLimited,2,,1,7,"#C0xFF5B545B#[PVP Arena Fair Mode No.2]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!",#C0xFF5B545B#【对战竞技场公平模式No.2】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧！,#C0xFF5B545B#【對戰競技場公平模式No.2】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧！,"#C0xFF5B545B#[PVP Arena Fair Mode No.2]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!","#C0xFF5B545B#【Hạng 2 Chế độ Công bằng Đấu trường Giao đấu】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi!","#C0xFF5B545B#【배틀 아레나 공정 모드 2위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요!","#C0xFF5B545B#【Nº2 do Modo Jogo Justo da Arena de Batalha】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!",#C0xFF5B545B#【อันดับ 2 โหมดแฟร์เพลย์ของอารีน่าต่อสู้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ!,周结算、赛季结算时处于公平赛模式第2名时获得,周結算、賽季結算時處於公平賽模式第2名時獲得,Obtained by ranking 2nd in Fair Play Mode at weekly and seasonal settlement,주간 및 시즌 정산 시 공정 모드 2위 획득,Nhận khi đạt hạng 2 trong Chế độ Công bằng tại tổng kết tuần và mùa giải,Obtido ao ficar em 2º lugar no Modo Jogo Justo nos acertos semanais e de temporada,ได้รับเมื่อได้อันดับที่ 2 ในโหมดแฟร์เพลย์ในการสรุปผลรายสัปดาห์และตามฤดูกาล,,,,,,,,0,16,100,0,0,,0,0,
54,绝技高手,絕技高手,Expert of Special Moves,Cao thủ tuyệt kỹ,필살기의 고수,Especialista em Movimentos Especiais,ผู้เชี่ยวชาญแห่งท่าไม้ตาย,,spine,<92;153;112>,,title/ch_jjgs.skel,<254;104>,1,,1,,,onlineFightLimited,3,,1,7,"#C0xFF5B545B#[PVP Arena Fair Mode No.3]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!",#C0xFF5B545B#【对战竞技场公平模式No.3】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧！,#C0xFF5B545B#【對戰競技場公平模式No.3】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧！,"#C0xFF5B545B#[PVP Arena Fair Mode No.3]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online now, go ask for a autograph!","#C0xFF5B545B#【Hạng 3 Chế độ Công bằng Đấu trường Giao đấu】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi!","#C0xFF5B545B#【배틀 아레나 공정 모드 3위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요!","#C0xFF5B545B#【Nº3 do Modo Jogo Justo da Arena de Batalha】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!",#C0xFF5B545B#【อันดับ 3 โหมดแฟร์เพลย์ของอารีน่าต่อสู้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ!,周结算、赛季结算时处于公平赛模式第3名时获得,周結算、賽季結算時處於公平賽模式第3名時獲得,Obtained by ranking 3rd in Fair Play Mode at weekly and seasonal settlement,주간 및 시즌 정산 시 공정 모드 3위 획득,Nhận khi đạt hạng 3 trong Chế độ Công bằng tại tổng kết tuần và mùa giải,Obtido ao ficar em 3º lugar no Modo Jogo Justo nos acertos semanais e de temporada,ได้รับเมื่อได้อันดับที่ 3 ในโหมดแฟร์เพลย์ในการสรุปผลรายสัปดาห์และตามฤดูกาล,,,,,,,,0,16,100,0,0,,0,0,
55,百科全书,百科全書,Encyclopedia,Bách khoa toàn thư,백과사전,Enciclopédia,สารานุกรม,,pic,<92;153;112>,config/title/img_purple@.png,config/title/txt_bkqs.png,,1,,1,,,unionQARole,1,,1,7,,,,,,,,,公会精灵问答个人积分排名结算第1名时获得,,Obtained by ranking 1st in Guild Pokémon Quiz individual points settlement,길드 포켓몬 퀴즈 개인 점수 랭킹 1위 획득,Nhận khi đạt hạng 1 tại tổng kết xếp hạng điểm cá nhân Đố vui Pokémon Bang hội,Obtido ao ficar em 1º lugar no acerto do ranking de pontos individuais do Quiz Pokémon da Guilda,ได้รับเมื่อได้อันดับที่ 1 ในการสรุปผลคะแนนส่วนตัวของคำถามโปเกมอนกิลด์,,,,,,,,0,9,1%,0,10,1%,0,0,
56,攻略达人,攻略達人,Strategy Guru,Cao thủ chiến lược,공략의 달인,Guru de Estratégia,กูรูด้านกลยุทธ์,,pic,<92;153;112>,config/title/img_purple@.png,config/title/txt_gldr.png,,1,,1,,,unionQARole,2,,1,7,,,,,,,,,公会精灵问答个人积分排名结算第2名时获得,,Obtained by ranking 2nd in Guild Pokémon Quiz individual points settlement,길드 포켓몬 퀴즈 개인 점수 랭킹 2위 획득,Nhận khi đạt hạng 2 tại tổng kết xếp hạng điểm cá nhân Đố vui Pokémon Bang hội,Obtido ao ficar em 2º lugar no acerto do ranking de pontos individuais do Quiz Pokémon da Guilda,ได้รับเมื่อได้อันดับที่ 2 ในการสรุปผลคะแนนส่วนตัวของคำถามโปเกมอนกิลด์,,,,,,,,0,9,1%,0,10,1%,0,0,
57,答题爱好者,答題愛好者,Quiz Enthusiast,Người yêu thích đố vui,퀴즈 애호가,Entusiasta de Quizzes,ผู้ชื่นชอบการตอบคำถาม,,pic,<92;153;112>,config/title/img_purple@.png,config/title/txt_dtahz.png,,1,,1,,,unionQARole,3,,1,7,,,,,,,,,公会精灵问答个人积分排名结算第3名时获得,,Obtained by ranking 3rd in Guild Pokémon Quiz individual points settlement,길드 포켓몬 퀴즈 개인 점수 랭킹 3위 획득,Nhận khi đạt hạng 3 tại tổng kết xếp hạng điểm cá nhân Đố vui Pokémon Bang hội,Obtido ao ficar em 3º lugar no acerto do ranking de pontos individuais do Quiz Pokémon da Guilda,ได้รับเมื่อได้อันดับที่ 3 ในการสรุปผลคะแนนส่วนตัวของคำถามโปเกมอนกิลด์,,,,,,,,0,9,1%,0,10,1%,0,0,
58,商业巨鳄,商業巨鱷,Business Tycoon,Cá mập kinh doanh,상업계의 거물,Magnata dos Negócios,เจ้าพ่อธุรกิจ,,pic,<92;153;112>,,config/title/img_syje.png,,1,61,1,,,crossMine,1,,1,7,"#C0xFF5B545B#【Cross-server Commercial Street No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 1 Phố Thương mại Liên server】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 1위】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº1 da Rua Comercial Inter-servidor】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 1 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第一（赛季中每日22:00结算时、季终结算时）,跨服商業街第一（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.1 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 1위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 1 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",1º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 1 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
59,商业大佬,商業大佬,Business Mogul,Đại gia kinh doanh,상업계의 대부,Chefão dos Negócios,ผู้ยิ่งใหญ่ในวงการธุรกิจ,,pic,<92;153;112>,,config/title/img_sydl.png,,1,62,1,,,crossMine,2,,1,7,"#C0xFF5B545B#【Cross-server Commercial Street No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 2 Phố Thương mại Liên server】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 2위】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº2 da Rua Comercial Inter-servidor】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 2 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第二（赛季中每日22:00结算时、季终结算时）,跨服商業街第二（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.2 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 2위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 2 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",2º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 2 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
60,商业精英,商業精英,Business Elite,Tinh anh kinh doanh,상업계의 엘리트,Elite dos Negócios,หัวกะทิทางธุรกิจ,,pic,<92;153;112>,,config/title/img_syjy.png,,1,63,1,,,crossMine,3,,1,7,"#C0xFF5B545B#【Cross-server Commercial Street No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 3 Phố Thương mại Liên server】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 3위】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº3 da Rua Comercial Inter-servidor】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 3 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第三（赛季中每日22:00结算时、季终结算时）,跨服商業街第三（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.3 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 3위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 3 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",3º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 3 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
61,商业巨鳄,商業巨鱷,Business Tycoon,Cá mập kinh doanh,상업계의 거물,Magnata dos Negócios,เจ้าพ่อธุรกิจ,,pic,<92;153;112>,,config/title/img_syje.png,,1,,1,,,crossMineDaily,1,,1,1,"#C0xFF5B545B#【Cross-server Commercial Street No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.1】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 1 Phố Thương mại Liên server】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 1위】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº1 da Rua Comercial Inter-servidor】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 1 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-238-97##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第一（赛季中每日22:00结算时、季终结算时）,跨服商業街第一（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.1 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 1위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 1 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",1º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 1 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
62,商业大佬,商業大佬,Business Mogul,Đại gia kinh doanh,상업계의 대부,Chefão dos Negócios,ผู้ยิ่งใหญ่ในวงการธุรกิจ,,pic,<92;153;112>,,config/title/img_sydl.png,,1,,1,,,crossMineDaily,2,,1,1,"#C0xFF5B545B#【Cross-server Commercial Street No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.2】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 2 Phố Thương mại Liên server】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 2위】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº2 da Rua Comercial Inter-servidor】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 2 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-240-96##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第二（赛季中每日22:00结算时、季终结算时）,跨服商業街第二（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.2 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 2위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 2 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",2º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 2 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
